dump_addr,size,ref_symbol,ref_addr,ref_size,alignment_score,notes,obj,opcode_sim
0x0800ba0c,16,default_layer_or,0x0800bc94,16,1.90,match; entry=bl; callgraph 1/1; opsim=0.80; truth=default_layer_or,action_layer.o,0.800
0x0800ba1c,16,default_layer_and,0x0800bca4,16,1.90,match; entry=bl; callgraph 1/1; opsim=0.80; truth=default_layer_and,action_layer.o,0.800
0x0800ba2c,16,default_layer_xor,0x0800bcb4,16,1.90,match; entry=bl; callgraph 1/1; opsim=0.80; truth=default_layer_xor,action_layer.o,0.800
0x0800ba3c,2,layer_state_set_user,0x0800bcc4,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=layer_state_set_user,action_layer.o,1.000
0x0800ba3e,10,layer_state_set_kb,0x0800bcc6,8,1.60,match; entry=bl; callgraph 2/2; opsim=0.86; truth=layer_state_set_kb,action_layer.o,0.857
0x0800ba48,16,layer_state_set,0x0800bcd0,16,2.20,match; entry=bl; callgraph 2/2; opsim=0.80; truth=layer_state_set,action_layer.o,0.800
0x0800ba58,6,layer_clear,0x0800bce0,6,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=layer_clear,action_layer.o,1.000
0x0800ba5e,14,layer_move,0x0800bce6,12,1.47,match; entry=bl; callgraph 1/1; opsim=0.67; truth=layer_move,action_layer.o,0.667
0x0800ba6c,24,layer_on,0x0800bcf4,24,1.90,match; entry=bl; callgraph 2/2; opsim=0.75; truth=layer_on,action_layer.o,0.750
0x0800ba84,20,layer_off,0x0800bd0c,20,1.90,match; entry=bl; callgraph 2/2; opsim=0.83; truth=layer_off,action_layer.o,0.833
0x0800ba98,24,layer_invert,0x0800bd20,24,1.90,match; entry=bl; callgraph 1/1; opsim=0.75; truth=layer_invert,action_layer.o,0.750
0x0800bab0,16,layer_or,0x0800bd38,16,1.90,match; entry=bl; callgraph 1/1; opsim=0.80; truth=layer_or,action_layer.o,0.800
0x0800bac0,16,layer_and,0x0800bd48,16,1.90,match; entry=bl; callgraph 1/1; opsim=0.80; truth=layer_and,action_layer.o,0.800
0x0800bad0,16,layer_xor,0x0800bd58,16,1.90,match; entry=bl; callgraph 1/1; opsim=0.80; truth=layer_xor,action_layer.o,0.800
0x0800bae0,2,layer_debug,0x0800bd68,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=layer_debug,action_layer.o,1.000
0x0800bae2,50,update_source_layers_cache_impl,0x0800bd6a,48,1.78,match; opsim=0.97; truth=update_source_layers_cache_impl,action_layer.o,0.974
0x0800bb14,40,read_source_layers_cache_impl,0x0800bd9a,38,1.75,match; opsim=0.91; truth=read_source_layers_cache_impl,action_layer.o,0.909
0x0800bb3c,60,update_source_layers_cache,0x0800bdc0,60,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=update_source_layers_cache,action_layer.o,1.000
0x0800bb78,60,read_source_layers_cache,0x0800bdfc,60,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=read_source_layers_cache,action_layer.o,1.000
0x0800bbb4,68,layer_switch_get_layer,0x0800be38,68,1.70,match; entry=bl; callgraph 3/3; opsim=0.85; truth=layer_switch_get_layer,action_layer.o,0.852
0x0800bbf8,24,layer_switch_get_action,0x0800be7c,24,2.20,match; entry=bl; callgraph 3/3; opsim=1.00; truth=layer_switch_get_action,action_layer.o,1.000
0x0800bc10,72,,,,,INSERTION (no ref function); entry=bl; truth=store_or_get_action,,
0x0800bc58,36,store_or_get_action,0x0800be94,72,-0.30,split1; entry=bl; callgraph 0/1; opsim=0.05; truth=update_tri_layer_state,action_layer.o,0.049
0x0800bc7c,28,store_or_get_action,0x0800be94,72,-0.63,split2; entry=bl; callgraph 0/1; opsim=0.40; truth=update_tri_layer,action_layer.o,0.400
0x0800bc98,64,debug_waiting_buffer,0x0800bedc,64,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=debug_waiting_buffer,action_tapping.o,1.000
0x0800bcd8,32,debug_tapping_key,0x0800bf1c,32,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=debug_tapping_key,action_tapping.o,1.000
0x0800bcf8,132,waiting_buffer_scan_tap,0x0800bf3c,132,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=waiting_buffer_scan_tap,action_tapping.o,1.000
0x0800bd7c,68,waiting_buffer_typed.isra.0,0x0800bfc0,68,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=waiting_buffer_typed.isra.0,action_tapping.o,1.000
0x0800bdc0,584,process_tapping,0x0800c004,584,2.20,match; entry=bl; callgraph 11/11; opsim=1.00; truth=process_tapping,action_tapping.o,1.000
0x0800c008,188,action_tapping_process,0x0800c24c,188,2.20,match; entry=bl; callgraph 7/7; opsim=1.00; truth=action_tapping_process,action_tapping.o,1.000
0x0800c0c4,12,get_oneshot_layer,0x0800c328,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=get_oneshot_layer,action_util.o,1.000
0x0800c0d0,16,get_oneshot_layer_state,0x0800c334,16,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=get_oneshot_layer_state,action_util.o,1.000
0x0800c0e0,20,is_oneshot_layer_active,0x0800c374,20,1.90,match; entry=bl; callgraph 2/2; opsim=1.00; truth=is_oneshot_layer_active,action_util.o,1.000
0x0800c0f4,12,get_mods,0x0800c388,12,1.90,match; entry=bl; callgraph 1/2; opsim=1.00; truth=get_mods,action_util.o,1.000
0x0800c100,16,add_mods,0x0800c394,16,1.90,match; entry=bl; callgraph 3/3; opsim=1.00; truth=add_mods,action_util.o,1.000
0x0800c110,16,del_mods,0x0800c3a4,16,1.90,match; entry=bl; callgraph 3/3; opsim=1.00; truth=del_mods,action_util.o,1.000
0x0800c120,12,clear_mods,0x0800c3b4,12,1.90,match; entry=bl; callgraph 2/2; opsim=1.00; truth=clear_mods,action_util.o,1.000
0x0800c12c,16,add_weak_mods,0x0800c3cc,16,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=add_weak_mods,action_util.o,1.000
0x0800c13c,16,del_weak_mods,0x0800c3dc,16,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=del_weak_mods,action_util.o,1.000
0x0800c14c,12,clear_weak_mods,0x0800c3ec,12,1.90,match; entry=bl; callgraph 3/3; opsim=1.00; truth=clear_weak_mods,action_util.o,1.000
0x0800c158,2,oneshot_locked_mods_changed_user,0x0800c404,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=oneshot_locked_mods_changed_user,action_util.o,1.000
0x0800c15a,10,oneshot_locked_mods_changed_kb,0x0800c406,8,1.60,match; entry=bl; callgraph 2/2; opsim=0.86; truth=oneshot_locked_mods_changed_kb,action_util.o,0.857
0x0800c164,28,del_oneshot_locked_mods+oneshot_mods_changed_user,0x0800c42c,30,2.00,merge2A; entry=bl; callgraph 2/2; refs=del_oneshot_locked_mods+oneshot_mods_changed_user; truth=del_oneshot_locked_mods,action_util.o,
0x0800c180,2,,,,,INSERTION (no ref function); entry=bl; truth=oneshot_mods_changed_user,,
0x0800c182,10,oneshot_mods_changed_kb,0x0800c44a,8,1.60,match; entry=bl; callgraph 3/3; opsim=0.86; truth=oneshot_mods_changed_kb,action_util.o,0.857
0x0800c18c,28,add_oneshot_mods,0x0800c454,44,0.61,match; entry=bl; callgraph 2/2; opsim=0.72; truth=add_oneshot_mods,action_util.o,0.720
0x0800c1a8,28,del_oneshot_mods,0x0800c480,44,0.61,match; entry=bl; callgraph 2/2; opsim=0.80; truth=del_oneshot_mods,action_util.o,0.800
0x0800c1c4,24,clear_oneshot_mods,0x0800c4ac,32,1.45,match; entry=bl; callgraph 2/2; opsim=0.90; truth=clear_oneshot_mods,action_util.o,0.900
0x0800c1dc,48,get_mods_for_report,0x0800c4cc,60,0.60,match; entry=bl; callgraph 4/4; opsim=0.83; truth=get_mods_for_report,action_util.o,0.833
0x0800c20c,56,send_6kro_report,0x0800c508,56,2.20,match; callgraph 3/3; opsim=1.00; truth=send_6kro_report,action_util.o,1.000
0x0800c244,56,send_nkro_report,0x0800c540,56,2.20,match; callgraph 3/3; opsim=1.00; truth=send_nkro_report,action_util.o,1.000
0x0800c27c,32,send_keyboard_report,0x0800c578,32,1.90,match; entry=bl; callgraph 4/5; opsim=1.00; truth=send_keyboard_report,action_util.o,1.000
0x0800c29c,2,oneshot_layer_changed_user,0x0800c598,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=oneshot_layer_changed_user,action_util.o,1.000
0x0800c29e,10,oneshot_layer_changed_kb,0x0800c59a,8,1.60,match; entry=bl; callgraph 3/3; opsim=0.86; truth=oneshot_layer_changed_kb,action_util.o,0.857
0x0800c2a8,48,set_oneshot_layer,0x0800c5a4,60,1.10,match; entry=bl; callgraph 3/3; opsim=0.91; truth=set_oneshot_layer,action_util.o,0.909
0x0800c2d8,20,reset_oneshot_layer,0x0800c5e0,28,1.34,match; callgraph 1/1; opsim=0.88; truth=reset_oneshot_layer,action_util.o,0.875
0x0800c2ec,52,clear_oneshot_layer_state,0x0800c5fc,52,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=clear_oneshot_layer_state,action_util.o,1.000
0x0800c320,44,oneshot_set,0x0800c630,44,2.20,match; callgraph 1/1; opsim=1.00; truth=oneshot_set,action_util.o,1.000
0x0800c34c,20,oneshot_toggle,0x0800c65c,20,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=oneshot_toggle,action_util.o,1.000
0x0800c360,6,oneshot_enable,0x0800c670,6,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=oneshot_enable,action_util.o,1.000
0x0800c366,6,oneshot_disable,0x0800c676,6,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=oneshot_disable,action_util.o,1.000
0x0800c36c,20,eeconfig_disable,0x0800c67c,20,2.50,match; entry=bl; callgraph 2/2; opsim=1.00; truth=eeconfig_disable,eeconfig.o,1.000
0x0800c380,28,eeconfig_is_enabled,0x0800c690,20,1.64,match; entry=bl; callgraph 3/3; opsim=0.56; truth=eeconfig_is_enabled,eeconfig.o,0.556
0x0800c39c,6,eeconfig_read_debug,0x0800c6a4,6,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=eeconfig_read_debug,eeconfig.o,1.000
0x0800c3a2,6,eeconfig_read_default_layer,0x0800c6aa,6,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=eeconfig_read_default_layer,eeconfig.o,1.000
0x0800c3a8,6,eeconfig_read_keymap,0x0800c6b0,6,1.90,match; entry=bl; callgraph 4/4; opsim=1.00; truth=eeconfig_read_keymap,eeconfig.o,1.000
0x0800c3ae,8,eeconfig_update_keymap,0x0800c6b6,8,1.90,match; entry=bl; callgraph 2/2; opsim=1.00; truth=eeconfig_update_keymap,eeconfig.o,1.000
0x0800c3b6,8,eeconfig_update_kb,0x0800c6be,8,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=eeconfig_update_kb,eeconfig.o,1.000
0x0800c3be,8,eeconfig_update_user,0x0800c6c6,8,1.90,match; opsim=1.00; truth=eeconfig_update_user,eeconfig.o,1.000
0x0800c3c6,6,eeconfig_init_user,0x0800c6ce,6,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=eeconfig_init_user,eeconfig.o,1.000
0x0800c3cc,16,eeconfig_init_kb,0x0800c6d4,14,1.82,match; entry=bl; callgraph 3/3; opsim=0.91; truth=eeconfig_init_kb,eeconfig.o,0.909
0x0800c3dc,152,eeconfig_init_quantum,0x0800c6e4,140,1.56,match; callgraph 6/6; opsim=0.94; truth=eeconfig_init_quantum,eeconfig.o,0.942
0x0800c474,4,eeconfig_init,0x0800c770,4,1.90,match; entry=bl; callgraph 3/3; opsim=1.00; truth=eeconfig_init,eeconfig.o,1.000
0x0800c478,8,eeconfig_update_handedness,0x0800c774,8,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=eeconfig_update_handedness,eeconfig.o,1.000
0x0800c480,52,generate_tick_event,0x0800c77c,52,2.20,match; entry=bl; callgraph 3/3; opsim=1.00; truth=generate_tick_event,keyboard.o,1.000
0x0800c4b4,24,last_matrix_activity_trigger,0x0800c7b0,24,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=last_matrix_activity_trigger,keyboard.o,1.000
0x0800c4cc,24,last_encoder_activity_trigger,0x0800c7c8,24,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=last_encoder_activity_trigger,keyboard.o,1.000
0x0800c4e4,2,matrix_setup,0x0800c7e0,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=matrix_setup,keyboard.o,1.000
0x0800c4e6,2,keyboard_pre_init_user,0x0800c7e2,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=keyboard_pre_init_user,keyboard.o,1.000
0x0800c4e8,8,keyboard_pre_init_kb,0x0800c7e4,8,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=keyboard_pre_init_kb,keyboard.o,1.000
0x0800c4f0,2,keyboard_post_init_user,0x0800c7ec,2,1.90,match; opsim=1.00; truth=keyboard_post_init_user,keyboard.o,1.000
0x0800c4f2,6,matrix_can_read,0x0800c7ee,4,0.90,match; entry=bl; callgraph 1/1; opsim=0.80; truth=matrix_can_read,keyboard.o,0.800
0x0800c4f8,28,keyboard_setup,0x0800c7f4,28,2.20,match; entry=bl; callgraph 5/5; opsim=1.00; truth=keyboard_setup,keyboard.o,1.000
0x0800c514,4,is_keyboard_master,0x0800c810,4,1.90,match; entry=bl; callgraph 2/2; opsim=1.00; truth=is_keyboard_master,keyboard.o,1.000
0x0800c518,8,should_process_keypress,0x0800c814,8,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=should_process_keypress,keyboard.o,1.000
0x0800c520,2,housekeeping_task_user,0x0800c81c,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=housekeeping_task_user,keyboard.o,1.000
0x0800c522,12,housekeeping_task,0x0800c81e,12,2.20,match; entry=bl; callgraph 3/3; opsim=1.00; truth=housekeeping_task,keyboard.o,1.000
0x0800c52e,18,quantum_init,0x0800c82a,18,2.20,match; entry=bl; callgraph 3/3; opsim=1.00; truth=quantum_init,keyboard.o,1.000
0x0800c540,32,keyboard_init,0x0800c83c,28,1.32,match; entry=bl; callgraph 6/6; opsim=0.94; truth=keyboard_init,keyboard.o,0.941
0x0800c560,8,quantum_task,0x0800c858,20,-1.10,match; entry=bl; callgraph 1/1; opsim=0.44; truth=quantum_task,keyboard.o,0.444
0x0800c568,248,keyboard_task,0x0800c86c,248,2.20,match; entry=bl; callgraph 16/16; opsim=1.00; truth=keyboard_task,keyboard.o,1.000
0x0800c660,432,action_for_keycode,0x0800c964,432,4.30,match; callgraph 2/2; opsim=1.00; truth=action_for_keycode,keymap_common.o,1.000
0x0800c810,58,keymap_key_to_keycode,0x0800cb14,58,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=keymap_key_to_keycode,keymap_common.o,1.000
0x0800c84a,22,action_for_key,0x0800cb4e,22,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=action_for_key,keymap_common.o,1.000
0x0800c860,264,keycode_config,0x0800cb64,264,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=keycode_config,keycode_config.o,1.000
0x0800c968,196,mod_config,0x0800cc6c,196,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=mod_config,keycode_config.o,1.000
0x0800ca2c,4,sendchar,0x0800cd30,4,1.90,match; entry=ptr; opsim=1.00; truth=sendchar,sendchar.o,1.000
0x0800ca30,4,null_sendchar_func,0x0800cd34,4,1.90,match; entry=ptr; opsim=1.00; truth=null_sendchar_func,print.o,1.000
0x0800ca34,12,print_set_sendchar,0x0800cd38,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=print_set_sendchar,print.o,1.000
0x0800ca40,4,bootmagic_lite_reset_eeprom,0x0800cd44,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=bootmagic_lite_reset_eeprom,bootmagic_lite.o,1.000
0x0800ca44,42,bootmagic_lite,0x0800cd48,42,2.50,match; entry=bl; callgraph 5/5; opsim=1.00; truth=bootmagic_lite,bootmagic_lite.o,1.000
0x0800ca6e,10,bootmagic,0x0800cd72,8,1.60,match; entry=bl; callgraph 2/2; opsim=0.86; truth=bootmagic,bootmagic_lite.o,0.857
0x0800ca78,64,magic,0x0800cd7c,64,2.20,match; entry=bl; callgraph 8/8; opsim=0.94; truth=magic,magic.o,0.941
0x0800cab8,2,matrix_init_user,0x0800cdbc,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=matrix_init_user,matrix_common.o,1.000
0x0800caba,8,matrix_init_kb,0x0800cdbe,8,2.20,match; callgraph 1/1; opsim=1.00; truth=matrix_init_kb,matrix_common.o,1.000
0x0800cac2,2,matrix_scan_user,0x0800cdc6,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=matrix_scan_user,matrix_common.o,1.000
0x0800cac4,8,matrix_scan_kb,0x0800cdc8,8,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=matrix_scan_kb,matrix_common.o,1.000
0x0800cacc,12,matrix_get_row,0x0800cdd0,12,1.90,match; entry=bl; callgraph 3/4; opsim=1.00; truth=matrix_get_row,matrix_common.o,1.000
0x0800cad8,2,matrix_print,0x0800cddc,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=matrix_print,matrix_common.o,1.000
0x0800cada,8,matrix_io_delay,0x0800cdde,8,2.20,match; entry=bl; callgraph 1/1; opsim=1.00; truth=matrix_io_delay,matrix_common.o,1.000
0x0800cae2,26,matrix_output_select_delay,0x0800cde6,26,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=matrix_output_select_delay,matrix_common.o,1.000
0x0800cafc,8,matrix_output_unselect_delay,0x0800ce00,8,2.20,match; callgraph 1/1; opsim=1.00; truth=matrix_output_unselect_delay,matrix_common.o,1.000
0x0800cb04,36,setPinInputHigh_atomic,0x0800ce08,34,2.03,match; entry=bl; callgraph 3/3; opsim=0.96; truth=setPinInputHigh_atomic,matrix.o,0.960
0x0800cb28,60,matrix_init_pins,0x0800ce2c,60,5.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=matrix_init_pins,matrix.o,1.000
0x0800cb64,156,matrix_read_rows_on_col,0x0800ce68,156,5.20,match; entry=bl; callgraph 4/4; opsim=1.00; truth=matrix_read_rows_on_col,matrix.o,1.000
0x0800cc00,48,matrix_init,0x0800cf04,48,2.20,match; entry=bl; callgraph 5/5; opsim=1.00; truth=matrix_init,matrix.o,1.000
0x0800cc30,104,matrix_scan,0x0800cf34,104,2.20,match; entry=bl; callgraph 8/8; opsim=1.00; truth=matrix_scan,matrix.o,1.000
0x0800cc98,52,debounce_init,0x0800cf9c,52,2.20,match; entry=bl; callgraph 3/3; opsim=1.00; truth=debounce_init,sym_eager_pk.o,1.000
0x0800cccc,20,debounce_free,0x0800cfd0,20,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=debounce_free,sym_eager_pk.o,1.000
0x0800cce0,308,debounce,0x0800cfe4,308,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=debounce,sym_eager_pk.o,1.000
0x0800ce14,18,protocol_init,0x0800d118,18,2.20,match; entry=bl; callgraph 3/3; opsim=1.00; truth=protocol_init,main.o,1.000
0x0800ce26,18,protocol_task,0x0800d12a,18,2.20,match; entry=bl; callgraph 3/3; opsim=1.00; truth=protocol_task,main.o,1.000
0x0800ce38,28,main,0x0800d13c,28,2.20,match; entry=bl; callgraph 7/7; opsim=1.00; truth=main,main.o,1.000
0x0800ce54,28,eeprom_read_byte,0x0800d158,28,2.20,match; entry=bl; callgraph 2/5; opsim=1.00; truth=eeprom_read_byte,eeprom_driver.o,1.000
0x0800ce70,28,eeprom_read_word,0x0800d174,28,2.20,match; entry=bl; callgraph 3/3; opsim=1.00; truth=eeprom_read_word,eeprom_driver.o,1.000
0x0800ce8c,24,eeprom_read_dword,0x0800d190,24,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=eeprom_read_dword,eeprom_driver.o,1.000
0x0800cea4,22,eeprom_write_byte,0x0800d1a8,22,2.20,match; callgraph 1/1; opsim=1.00; truth=eeprom_write_byte,eeprom_driver.o,1.000
0x0800ceba,22,eeprom_write_word,0x0800d1be,22,2.20,match; callgraph 1/1; opsim=1.00; truth=eeprom_write_word,eeprom_driver.o,1.000
0x0800ced0,20,eeprom_write_dword,0x0800d1d4,20,2.20,match; callgraph 1/1; opsim=1.00; truth=eeprom_write_dword,eeprom_driver.o,1.000
0x0800cee4,52,eeprom_update_block,0x0800d1e8,52,2.20,match; entry=bl; callgraph 5/5; opsim=1.00; truth=eeprom_update_block,eeprom_driver.o,1.000
0x0800cf18,28,eeprom_update_byte,0x0800d21c,28,2.20,match; entry=bl; callgraph 2/6; opsim=1.00; truth=eeprom_update_byte,eeprom_driver.o,1.000
0x0800cf34,28,eeprom_update_word,0x0800d238,28,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=eeprom_update_word,eeprom_driver.o,1.000
0x0800cf50,28,eeprom_update_dword,0x0800d254,28,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=eeprom_update_dword,eeprom_driver.o,1.000
0x0800cf6c,4,eeprom_driver_init,0x0800d270,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00; truth=eeprom_driver_init,eeprom_wear_leveling.o,1.000
0x0800cf70,4,eeprom_driver_erase,0x0800d274,4,1.90,match; entry=bl; callgraph 2/2; opsim=1.00; truth=eeprom_driver_erase,eeprom_wear_leveling.o,1.000
0x0800cf74,10,eeprom_read_block,0x0800d278,10,1.90,match; entry=bl; callgraph 6/6; opsim=1.00; truth=eeprom_read_block,eeprom_wear_leveling.o,1.000
0x0800cf7e,10,eeprom_write_block,0x0800d282,10,1.90,match; entry=bl; callgraph 4/4; opsim=1.00; truth=eeprom_write_block,eeprom_wear_leveling.o,1.000
0x0800cf88,32,wear_leveling_clear_cache,0x0800d28c,32,2.80,match; entry=bl; callgraph 3/3; opsim=1.00; truth=wear_leveling_clear_cache,wear_leveling.o,1.000
0x0800cfa8,32,wear_leveling_unlock,0x0800d2ac,32,2.20,match; entry=bl; callgraph 4/4; opsim=1.00; truth=wear_leveling_unlock,wear_leveling.o,1.000
0x0800cfc8,36,wear_leveling_lock,0x0800d2cc,36,2.20,match; entry=bl; callgraph 4/4; opsim=1.00; truth=wear_leveling_lock,wear_leveling.o,1.000
0x0800cfec,52,wear_leveling_erase,0x0800d2f0,50,2.08,match; callgraph 4/4; opsim=0.97; truth=wear_leveling_erase,wear_leveling.o,0.974
0x0800d020,36,wear_leveling_read,0x0800d324,36,2.50,match; callgraph 1/1; opsim=1.00; truth=wear_leveling_read,wear_leveling.o,1.000
0x0800d044,38,backing_store_read_bulk,0x0800d348,38,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=backing_store_read_bulk,wear_leveling.o,1.000
0x0800d06a,38,backing_store_write_bulk,0x0800d36e,38,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=backing_store_write_bulk,wear_leveling.o,1.000
0x0800d090,96,wear_leveling_consolidate_force,0x0800d398,108,2.47,match; entry=bl; callgraph 6/6; opsim=0.95; truth=wear_leveling_consolidate_force,wear_leveling.o,0.946
0x0800d0f0,12,,,,,INSERTION (no ref function); truth=wear_leveling_consolidate_force,,
0x0800d0fc,24,wear_leveling_consolidate_if_needed,0x0800d404,24,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=wear_leveling_consolidate_if_needed,wear_leveling.o,1.000
0x0800d114,40,wear_leveling_append_raw,0x0800d41c,40,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=wear_leveling_append_raw,wear_leveling.o,1.000
0x0800d13c,196,wear_leveling_write,0x0800d444,196,2.50,match; callgraph 6/6; opsim=1.00; truth=wear_leveling_write,wear_leveling.o,1.000
0x0800d200,248,wear_leveling_init,0x0800d508,260,2.66,match; callgraph 8/8; opsim=0.98; truth=wear_leveling_init,wear_leveling.o,0.978
0x0800d2f8,12,,,,,INSERTION (no ref function); truth=wear_leveling_init,,
0x0800d304,24,backing_store_unlock,0x0800d60c,24,2.20,match; entry=bl; callgraph 2/2; opsim=1.00; truth=backing_store_unlock,wear_leveling_efl.o,1.000
0x0800d31c,76,backing_store_erase,0x0800d624,76,2.20,match; entry=bl; callgraph 3/3; opsim=1.00; truth=backing_store_erase,wear_leveling_efl.o,1.000
0x0800d368,44,backing_store_write,0x0800d670,44,1.90,match; entry=bl; callgraph 2/2; opsim=1.00; truth=backing_store_write,wear_leveling_efl.o,1.000
0x0800d394,16,backing_store_lock,0x0800d69c,16,2.20,match; entry=bl; callgraph 3/3; opsim=1.00; truth=backing_store_lock,wear_leveling_efl.o,1.000
0x0800d3a4,152,backing_store_init,0x0800d6ac,152,4.30,match; entry=bl; callgraph 5/5; opsim=1.00; truth=backing_store_init,wear_leveling_efl.o,1.000
0x0800d43c,68,backing_store_read,0x0800d744,68,2.20,match; entry=bl; callgraph 3/3; opsim=1.00; truth=backing_store_read,wear_leveling_efl.o,1.000
0x0800d480,196,hsv_to_rgb_impl,0x0800d788,196,3.70,match; opsim=1.00; truth=hsv_to_rgb_impl,color.o,1.000
0x0800d544,10,hsv_to_rgb,0x0800d84c,10,1.90,match; opsim=1.00; truth=hsv_to_rgb,color.o,1.000
0x0800d54e,70,sqrt16,0x0800d856,68,2.11,match; entry=bl; callgraph 4/4; opsim=0.98; truth=sqrt16,rgb_matrix.o,0.985
0x0800d594,32,random8,0x0800d89c,32,1.90,match; entry=bl; callgraph 3/3; opsim=1.00; truth=random8,rgb_matrix.o,1.000
0x0800d5b4,76,sin8_C,0x0800d8bc,76,1.60,match; entry=bl; callgraph 2/2; opsim=1.00; truth=sin8_C,rgb_matrix.o,1.000
0x0800d600,40,CYCLE_ALL_math,0x0800d908,38,1.75,match; entry=ptr; opsim=0.96; truth=CYCLE_ALL_math,rgb_matrix.o,0.963
0x0800d628,56,CYCLE_LEFT_RIGHT_math,0x0800d930,56,1.90,match; entry=ptr; opsim=1.00; truth=CYCLE_LEFT_RIGHT_math,rgb_matrix.o,1.000
0x0800d660,56,CYCLE_UP_DOWN_math,0x0800d968,56,1.90,match; entry=ptr; opsim=1.00; truth=CYCLE_UP_DOWN_math,rgb_matrix.o,1.000
0x0800d698,80,RAINBOW_MOVING_CHEVRON_math,0x0800d9a0,80,1.90,match; entry=ptr; opsim=1.00; truth=RAINBOW_MOVING_CHEVRON_math,rgb_matrix.o,1.000
0x0800d6e8,50,CYCLE_OUT_IN_math,0x0800d9f0,50,1.90,match; entry=ptr; opsim=1.00; truth=CYCLE_OUT_IN_math,rgb_matrix.o,1.000
0x0800d71a,78,CYCLE_OUT_IN_DUAL_math,0x0800da22,76,2.12,match; entry=ptr; callgraph 1/1; opsim=0.98; truth=CYCLE_OUT_IN_DUAL_math,rgb_matrix.o,0.982
0x0800d768,80,DUAL_BEACON_math,0x0800da70,80,1.90,match; entry=ptr; opsim=1.00; truth=DUAL_BEACON_math,rgb_matrix.o,1.000
0x0800d7b8,80,RAINBOW_BEACON_math,0x0800dac0,80,1.90,match; entry=ptr; opsim=1.00; truth=RAINBOW_BEACON_math,rgb_matrix.o,1.000
0x0800d808,52,SOLID_REACTIVE_SIMPLE_math,0x0800db10,52,1.90,match; entry=ptr; opsim=1.00; truth=SOLID_REACTIVE_SIMPLE_math,rgb_matrix.o,1.000
0x0800d83c,72,SOLID_REACTIVE_WIDE_math,0x0800db44,72,1.90,match; entry=ptr; opsim=1.00; truth=SOLID_REACTIVE_WIDE_math,rgb_matrix.o,1.000
