dump_addr,size,ref_symbol,ref_addr,ref_size,alignment_score,notes,obj,opcode_sim
0x0800e09c,220,effect_runner_dx_dy_dist,0x0800df50,232,2.04,match; callgraph 4/4; opsim=0.80,rgb_matrix.o,0.797
0x0800e178,12,BAND_SPIRAL_VAL,0x0800e038,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,rgb_matrix.o,1.000
0x0800e184,12,CYCLE_OUT_IN,0x0800e044,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,rgb_matrix.o,1.000
0x0800e190,12,CYCLE_SPIRAL,0x0800e050,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,rgb_matrix.o,1.000
0x0800e19c,184,effect_runner_dx_dy,0x0800e05c,196,2.02,match; callgraph 3/3; opsim=0.83,rgb_matrix.o,0.829
0x0800e254,12,CYCLE_OUT_IN_DUAL,0x0800e120,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,rgb_matrix.o,1.000
0x0800e260,12,CYCLE_PINWHEEL,0x0800e12c,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,rgb_matrix.o,1.000
0x0800e26c,152,effect_runner_i,0x0800e138,172,1.85,match; callgraph 3/3; opsim=0.81,rgb_matrix.o,0.811
0x0800e304,12,CYCLE_ALL,0x0800e1e4,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,rgb_matrix.o,1.000
0x0800e310,12,CYCLE_LEFT_RIGHT,0x0800e1f0,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,rgb_matrix.o,1.000
0x0800e31c,12,CYCLE_UP_DOWN,0x0800e1fc,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,rgb_matrix.o,1.000
0x0800e328,12,RAINBOW_MOVING_CHEVRON,0x0800e208,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,rgb_matrix.o,1.000
0x0800e334,204,effect_runner_sin_cos_i,0x0800e214,212,2.09,match; callgraph 4/4; opsim=0.67,rgb_matrix.o,0.672
0x0800e400,12,DUAL_BEACON,0x0800e2e8,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,rgb_matrix.o,1.000
0x0800e40c,12,RAINBOW_BEACON,0x0800e2f4,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,rgb_matrix.o,1.000
0x0800e418,224,effect_runner_reactive,0x0800e300,244,2.25,match; callgraph 3/3; opsim=0.90,rgb_matrix.o,0.900
0x0800e4f8,12,SOLID_REACTIVE_SIMPLE,0x0800e3f4,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,rgb_matrix.o,1.000
0x0800e504,312,effect_runner_reactive_splash,0x0800e400,324,2.09,match; callgraph 4/4; opsim=0.82,rgb_matrix.o,0.820
0x0800e63c,16,SOLID_REACTIVE_MULTIWIDE,0x0800e544,16,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,rgb_matrix.o,1.000
0x0800e64c,16,SOLID_REACTIVE_MULTINEXUS,0x0800e554,16,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,rgb_matrix.o,1.000
0x0800e65c,28,SPLASH,0x0800e564,28,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,rgb_matrix.o,1.000
0x0800e678,28,SOLID_SPLASH,0x0800e580,28,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,rgb_matrix.o,1.000
0x0800e694,116,SOLID_COLOR,0x0800e59c,120,2.10,match; entry=bl; callgraph 4/4; opsim=0.91,rgb_matrix.o,0.914
0x0800e708,180,BREATHING,0x0800e614,184,2.13,match; entry=bl; callgraph 5/5; opsim=0.89,rgb_matrix.o,0.891
0x0800e7bc,120,JELLYBEAN_RAINDROPS,0x0800e6cc,120,2.20,match; entry=bl; callgraph 4/4; opsim=0.97,rgb_matrix.o,0.966
0x0800e834,304,TYPING_HEATMAP,0x0800e744,320,2.05,match; entry=bl; callgraph 7/7; opsim=0.77,rgb_matrix.o,0.774
0x0800e964,516,rgb_task_render,0x0800e884,520,2.48,match; entry=bl; callgraph 29/29; opsim=0.95,rgb_matrix.o,0.950
0x0800eb68,4,rgb_matrix_indicators_advanced_user,0x0800ea8c,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,rgb_matrix.o,1.000
0x0800eb6c,8,rgb_matrix_indicators_advanced_kb,0x0800ea90,8,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,rgb_matrix.o,1.000
0x0800eb74,28,rgb_matrix_indicators_advanced,0x0800ea98,26,1.99,match; callgraph 2/2; opsim=0.90,rgb_matrix.o,0.900
0x0800eb90,100,rgb_matrix_init,0x0800eab4,100,1.90,match; entry=bl; callgraph 6/6; opsim=0.92,rgb_matrix.o,0.915
0x0800ebf4,32,rgb_matrix_disable_noeeprom,0x0800eb18,32,1.90,match; opsim=0.91,rgb_matrix.o,0.909
0x0800ec14,16,rgb_matrix_is_enabled,0x0800eb38,16,1.90,match; entry=bl; callgraph 10/10; opsim=1.00,rgb_matrix.o,1.000
0x0800ec24,60,rgb_matrix_mode_eeprom_helper,0x0800eb48,64,1.21,match; opsim=0.47,rgb_matrix.o,0.468
0x0800ec60,6,rgb_matrix_mode_noeeprom,0x0800eb88,6,1.90,match; opsim=1.00,rgb_matrix.o,1.000
0x0800ec66,6,rgb_matrix_mode,0x0800eb8e,6,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,rgb_matrix.o,1.000
0x0800ec6c,12,rgb_matrix_get_mode,0x0800eb94,16,1.15,match; entry=bl; callgraph 1/1; opsim=0.67,rgb_matrix.o,0.667
0x0800ec78,28,rgb_matrix_step_helper,0x0800eba4,32,1.52,match; opsim=0.87,rgb_matrix.o,0.870
0x0800ec94,8,rgb_matrix_step,0x0800ebc4,6,1.15,match; entry=ptr; opsim=0.80,rgb_matrix.o,0.800
0x0800ec9c,32,rgb_matrix_step_reverse_helper,0x0800ebcc,32,1.90,match; opsim=1.00,rgb_matrix.o,1.000
0x0800ecbc,8,rgb_matrix_step_reverse,0x0800ebec,6,1.15,match; entry=ptr; opsim=0.80,rgb_matrix.o,0.800
0x0800ecc4,36,rgb_matrix_sethsv_eeprom_helper,0x0800ebf4,32,1.57,match; entry=bl; callgraph 1/1; opsim=0.86,rgb_matrix.o,0.857
0x0800ece8,8,rgb_matrix_sethsv_noeeprom,0x0800ec14,6,1.15,match; opsim=0.80,rgb_matrix.o,0.800
0x0800ecf0,12,rgb_matrix_get_hue,0x0800ec1c,12,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,rgb_matrix.o,1.000
0x0800ecfc,12,rgb_matrix_get_sat,0x0800ec28,12,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,rgb_matrix.o,1.000
0x0800ed08,12,rgb_matrix_get_val,0x0800ec34,12,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,rgb_matrix.o,1.000
0x0800ed14,20,rgb_matrix_increase_hue_helper,0x0800ec40,20,1.90,match; opsim=1.00,rgb_matrix.o,1.000
0x0800ed28,8,rgb_matrix_increase_hue,0x0800ec54,6,1.15,match; entry=ptr; opsim=0.80,rgb_matrix.o,0.800
0x0800ed30,28,rgb_matrix_decrease_hue_helper,0x0800ec5c,28,1.90,match; opsim=0.86,rgb_matrix.o,0.857
0x0800ed4c,8,rgb_matrix_decrease_hue,0x0800ec78,6,1.15,match; entry=ptr; opsim=0.80,rgb_matrix.o,0.800
0x0800ed54,36,rgb_matrix_increase_sat_helper,0x0800ec80,32,1.57,match; opsim=0.89,rgb_matrix.o,0.889
0x0800ed78,8,rgb_matrix_increase_sat,0x0800eca0,6,1.15,match; entry=ptr; opsim=0.80,rgb_matrix.o,0.800
0x0800ed80,32,rgb_matrix_decrease_sat_helper,0x0800eca8,32,1.90,match; opsim=0.87,rgb_matrix.o,0.870
0x0800eda0,8,rgb_matrix_decrease_sat,0x0800ecc8,6,1.15,match; entry=ptr; opsim=0.80,rgb_matrix.o,0.800
0x0800eda8,104,rgb_matrix_increase_val_helper+rgb_matrix_toggle_eeprom_helper,0x0800ecd0,100,2.08,merge2A; entry=bl; callgraph 4/5; refs=rgb_matrix_increase_val_helper+rgb_matrix_toggle_eeprom_helper,rgb_matrix.o,
0x0800ee10,6,rgb_matrix_toggle_noeeprom,0x0800ed34,6,1.90,match; opsim=1.00,rgb_matrix.o,1.000
0x0800ee16,6,rgb_matrix_toggle,0x0800ed3a,6,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,rgb_matrix.o,1.000
0x0800ee1c,52,rgb_matrix_enable_noeeprom,0x0800ed40,52,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,rgb_matrix.o,1.000
0x0800ee50,36,rgb_matrix_enable,0x0800ed74,36,2.20,match; entry=bl; callgraph 4/4; opsim=1.00,rgb_matrix.o,1.000
0x0800ee74,8,rgb_matrix_increase_val,0x0800ed98,6,1.15,match; entry=ptr; opsim=0.80,rgb_matrix.o,0.800
0x0800ee7c,56,rgb_matrix_decrease_val_helper,0x0800eda0,56,2.20,match; callgraph 1/1; opsim=1.00,rgb_matrix.o,1.000
0x0800eeb4,8,rgb_matrix_decrease_val,0x0800edd8,6,1.15,match; entry=ptr; opsim=0.80,rgb_matrix.o,0.800
0x0800eebc,16,rgb_matrix_set_speed_noeeprom,0x0800ede0,16,1.90,match; opsim=1.00,rgb_matrix.o,1.000
0x0800eecc,12,rgb_matrix_get_speed,0x0800edf0,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,rgb_matrix.o,1.000
0x0800eed8,24,rgb_matrix_increase_speed_helper,0x0800edfc,24,1.90,match; opsim=1.00,rgb_matrix.o,1.000
0x0800eef0,8,rgb_matrix_increase_speed,0x0800ee14,6,1.15,match; entry=ptr; opsim=0.80,rgb_matrix.o,0.800
0x0800eef8,20,rgb_matrix_decrease_speed_helper,0x0800ee1c,20,1.90,match; opsim=1.00,rgb_matrix.o,1.000
0x0800ef0c,8,rgb_matrix_decrease_speed,0x0800ee30,6,1.15,match; entry=ptr; opsim=0.80,rgb_matrix.o,0.800
0x0800ef14,12,rgb_matrix_disable_timeout_set,0x0800ee38,12,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,rgb_matrix.o,1.000
0x0800ef20,12,rgb_matrix_disable_time_reset,0x0800ee44,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,rgb_matrix.o,1.000
0x0800ef2c,28,rgb_matrix_timeouted,0x0800ee50,28,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,rgb_matrix.o,1.000
0x0800ef48,24,rgb_matrix_driver_shutdown,0x0800ee6c,24,1.60,match; entry=bl; callgraph 2/2; opsim=1.00,rgb_matrix.o,1.000
0x0800ef60,24,rgb_matrix_driver_exit_shutdown,0x0800ee84,24,1.60,match; entry=bl; callgraph 2/2; opsim=1.00,rgb_matrix.o,1.000
0x0800ef78,12,rgb_matrix_is_driver_shutdown,0x0800ee9c,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,rgb_matrix.o,1.000
0x0800ef84,80,rgb_task_flush,0x0800eea8,80,2.20,match; entry=bl; callgraph 5/5; opsim=1.00,rgb_matrix.o,1.000
0x0800efd4,296,rgb_matrix_task,0x0800eef8,292,2.16,match; entry=bl; callgraph 7/7; opsim=0.86,rgb_matrix.o,0.864
0x0800f0fc,36,rgb_matrix_set_suspend_state,0x0800f01c,32,1.87,match; entry=bl; callgraph 3/3; opsim=0.77,rgb_matrix.o,0.769
0x0800f120,96,snled27351_write,0x0800f03c,96,2.20,match; entry=bl; callgraph 7/7; opsim=0.89,snled27351-spi.o,0.886
0x0800f180,24,snled27351_write_register,0x0800f09c,22,1.95,match; entry=bl; callgraph 2/2; opsim=0.88,snled27351-spi.o,0.875
0x0800f198,52,snled27351_write_pwm_buffer,0x0800f0b4,48,1.97,match; entry=bl; callgraph 2/2; opsim=0.86,snled27351-spi.o,0.865
0x0800f1cc,236,snled27351_init,0x0800f0e4,232,3.65,match; entry=bl; callgraph 4/4; opsim=0.90,snled27351-spi.o,0.898
0x0800f2b8,64,snled27351_set_color,0x0800f1cc,64,3.40,"match; entry=bl,ptr; callgraph 1/1; opsim=1.00",snled27351-spi.o,1.000
0x0800f2f8,32,snled27351_set_color_all,0x0800f20c,30,2.01,match; entry=ptr; callgraph 1/1; opsim=0.97,snled27351-spi.o,0.966
0x0800f318,180,snled27351_set_led_control_register,0x0800f22c,168,3.20,match; entry=bl; callgraph 1/1; opsim=0.69,snled27351-spi.o,0.692
0x0800f3cc,52,snled27351_update_pwm_buffers,0x0800f2d4,36,1.28,match; entry=bl; callgraph 2/2; opsim=0.69,snled27351-spi.o,0.690
0x0800f400,48,snled27351_update_led_control_registers,0x0800f2f8,44,1.95,match; entry=bl; callgraph 2/2; opsim=0.85,snled27351-spi.o,0.848
0x0800f430,76,snled27351_init_drivers,0x0800f324,76,4.20,match; entry=ptr; callgraph 5/5; opsim=0.93,snled27351-spi.o,0.929
0x0800f47c,20,snled27351_flush,0x0800f370,18,1.90,match; entry=ptr; callgraph 1/1; opsim=0.92,snled27351-spi.o,0.923
0x0800f490,12,snled27351_shutdown,0x0800f384,12,3.90,match; entry=ptr; opsim=1.00,snled27351-spi.o,1.000
0x0800f49c,12,snled27351_exit_shutdown,0x0800f390,12,3.90,match; entry=ptr; opsim=1.00,snled27351-spi.o,1.000
0x0800f4a8,8,handleKeycodeRGB,0x0800f39c,6,1.15,match; entry=bl; callgraph 1/1; opsim=0.86,process_rgb.o,0.857
0x0800f4b0,188,process_rgb,0x0800f3a4,192,2.14,match; entry=bl; callgraph 5/5; opsim=0.96,process_rgb.o,0.965
0x0800f56c,118,fnv_64a_buf,0x0800f464,112,1.75,match; entry=bl; callgraph 2/2; opsim=0.45,hash_64a.o,0.451
0x0800f5e2,10,encoder_wait_pullup_charge,0x0800f4d4,8,1.60,match; entry=bl; callgraph 1/1; opsim=0.80,encoder.o,0.800
0x0800f5ec,104,encoder_init,0x0800f4dc,104,4.80,match; entry=bl; callgraph 3/3; opsim=0.74,encoder.o,0.737
0x0800f654,368,encoder_read,0x0800f544,364,6.27,match; entry=bl; callgraph 4/4; opsim=0.92,encoder.o,0.917
0x0800f7c4,76,encoder_inerrupt_read,0x0800f6b0,72,5.24,match; opsim=0.96,encoder.o,0.957
0x0800f810,4,dip_switch_update_mask_user,0x0800f6f8,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,dip_switch.o,1.000
0x0800f814,8,dip_switch_update_mask_kb,0x0800f6fc,8,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,dip_switch.o,1.000
0x0800f81c,60,dip_switch_read,0x0800f704,64,4.01,match; entry=bl; callgraph 3/3; opsim=0.86,dip_switch.o,0.857
0x0800f858,28,dip_switch_init,0x0800f744,28,4.50,match; entry=bl; callgraph 3/3; opsim=1.00,dip_switch.o,1.000
0x0800f874,4,dynamic_keymap_get_layer_count,0x0800f760,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,dynamic_keymap.o,1.000
0x0800f878,18,dynamic_keymap_key_to_eeprom_address,0x0800f764,22,1.35,match; entry=bl; callgraph 2/2; opsim=0.43,dynamic_keymap.o,0.429
0x0800f88a,44,dynamic_keymap_get_keycode,0x0800f77a,44,2.20,match; entry=bl; callgraph 3/3; opsim=0.86,dynamic_keymap.o,0.865
0x0800f8b6,42,dynamic_keymap_set_keycode,0x0800f7a6,42,2.20,match; entry=bl; callgraph 4/4; opsim=1.00,dynamic_keymap.o,1.000
0x0800f8e0,62,dynamic_keymap_get_encoder,0x0800f7d0,56,1.91,match; entry=bl; callgraph 2/2; opsim=0.67,dynamic_keymap.o,0.667
0x0800f91e,56,dynamic_keymap_set_encoder,0x0800f808,54,2.09,match; entry=bl; callgraph 3/3; opsim=0.80,dynamic_keymap.o,0.800
0x0800f956,112,dynamic_keymap_reset,0x0800f83e,108,2.09,match; entry=bl; callgraph 6/6; opsim=0.91,dynamic_keymap.o,0.913
0x0800f9c6,46,dynamic_keymap_get_buffer,0x0800f8aa,40,2.11,match; entry=bl; callgraph 2/2; opsim=0.74,dynamic_keymap.o,0.743
0x0800f9f4,40,dynamic_keymap_set_buffer,0x0800f8d2,36,2.20,match; entry=bl; callgraph 2/2; opsim=0.84,dynamic_keymap.o,0.839
0x0800fa1c,30,keycode_at_keymap_location,0x0800f8f6,26,1.50,match; opsim=0.83,dynamic_keymap.o,0.833
0x0800fa3a,14,keycode_at_encodermap_location,0x0800f910,14,1.90,match; opsim=1.00,dynamic_keymap.o,1.000
0x0800fa48,4,dynamic_keymap_macro_get_count,0x0800f91e,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,dynamic_keymap.o,1.000
0x0800fa4c,6,dynamic_keymap_macro_get_buffer_size,0x0800f922,6,2.20,match; entry=bl; callgraph 1/1; opsim=1.00,dynamic_keymap.o,1.000
0x0800fa52,52,dynamic_keymap_macro_get_buffer,0x0800f928,42,1.92,match; entry=bl; callgraph 2/2; opsim=0.72,dynamic_keymap.o,0.722
0x0800fa86,38,dynamic_keymap_macro_set_buffer,0x0800f952,38,2.50,match; entry=bl; callgraph 2/2; opsim=0.94,dynamic_keymap.o,0.938
0x0800faac,24,dynamic_keymap_macro_reset,0x0800f978,24,2.80,match; entry=bl; callgraph 3/3; opsim=1.00,dynamic_keymap.o,1.000
0x0800fac4,180,dynamic_keymap_macro_send,0x0800f990,188,2.67,match; entry=bl; callgraph 3/3; opsim=0.81,dynamic_keymap.o,0.806
0x0800fb78,76,process_grave_esc,0x0800fa4c,76,2.50,match; entry=bl; callgraph 5/5; opsim=0.90,process_grave_esc.o,0.900
0x0800fbc4,460,process_magic,0x0800fa98,452,2.15,match; entry=bl; callgraph 5/5; opsim=0.90,process_magic.o,0.903
0x0800fd90,40,times_inv_sqrt2,0x0800fc5c,38,1.75,match; entry=bl; callgraph 1/1; opsim=0.55,mousekey.o,0.552
0x0800fdb8,108,move_unit,0x0800fc84,108,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,mousekey.o,1.000
0x0800fe24,104,wheel_unit,0x0800fcf0,100,1.78,match; entry=bl; callgraph 2/2; opsim=0.95,mousekey.o,0.951
0x0800fe8c,216,mousekey_on,0x0800fd54,196,1.92,match; entry=bl; callgraph 5/5; opsim=0.77,mousekey.o,0.771
0x0800ff64,236,mousekey_off,0x0800fe18,280,1.43,match; entry=bl; callgraph 3/3; opsim=0.76,mousekey.o,0.760
0x08010050,56,mousekey_send,0x0800ff30,60,2.00,match; entry=bl; callgraph 3/3; opsim=0.65,mousekey.o,0.650
0x08010088,44,mousekey_clear,0x0800ff6c,44,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,mousekey.o,1.000
0x080100b4,36,should_mousekey_report_send,0x0800ff98,34,1.73,match; entry=bl; callgraph 1/1; opsim=0.96,mousekey.o,0.963
0x080100d8,400,mousekey_task,0x0800ffbc,372,1.99,match; entry=bl; callgraph 8/8; opsim=0.90,mousekey.o,0.896
0x08010268,112,send_char,0x08010130,112,6.70,match; entry=bl; callgraph 4/4; opsim=0.96,send_string.o,0.959
0x080102d8,164,send_string_with_delay,0x080101a0,148,2.91,match; entry=bl; callgraph 7/7; opsim=0.58,send_string.o,0.581
0x0801037c,184,perform_space_cadet,0x08010234,184,2.20,match; entry=bl; callgraph 6/6; opsim=1.00,process_space_cadet.o,1.000
0x08010434,156,process_space_cadet,0x080102ec,152,2.72,match; entry=bl; callgraph 2/2; opsim=0.96,process_space_cadet.o,0.959
0x080104d0,120,process_tri_layer,0x08010384,90,0.55,match; entry=bl; callgraph 7/7; opsim=0.78,process_tri_layer.o,0.779
0x08010548,12,get_tri_layer_lower_layer,0x080103e0,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,tri_layer.o,1.000
0x08010554,12,get_tri_layer_upper_layer,0x080103ec,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,tri_layer.o,1.000
0x08010560,12,get_tri_layer_adjust_layer,0x080103f8,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,tri_layer.o,1.000
0x0801056c,42,via_eeprom_is_valid,0x08010404,40,2.06,match; entry=bl; callgraph 2/2; opsim=0.97,via.o,0.970
0x08010596,50,via_eeprom_set_valid,0x0801042c,50,2.20,match; entry=bl; callgraph 3/3; opsim=0.81,via.o,0.810
0x080105c8,2,via_init_kb,0x0801045e,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,via.o,1.000
0x080105ca,10,via_get_layout_options,0x08010460,10,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,via.o,1.000
0x080105d4,2,via_set_layout_options_kb,0x0801046a,2,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,via.o,1.000
0x080105d6,20,via_set_layout_options,0x0801046c,20,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,via.o,1.000
0x080105ea,32,eeconfig_init_via,0x08010480,32,2.20,match; entry=bl; callgraph 5/5; opsim=1.00,via.o,1.000
0x0801060a,30,via_init,0x080104a0,30,2.20,match; entry=bl; callgraph 5/5; opsim=1.00,via.o,1.000
0x08010628,4,via_set_device_indication,0x080104be,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,via.o,1.000
0x0801062c,30,process_record_via,0x080104c2,30,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,via.o,1.000
0x0801064a,6,via_custom_value_command_kb,0x080104e0,6,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,via.o,1.000
0x08010650,62,via_qmk_rgb_matrix_get_value,0x080104e6,62,2.20,match; callgraph 6/6; opsim=1.00,via.o,1.000
0x0801068e,118,via_qmk_rgb_matrix_set_value,0x08010524,104,1.84,match; callgraph 4/4; opsim=0.86,via.o,0.857
0x08010704,36,via_qmk_rgb_matrix_command,0x0801058c,36,1.90,match; opsim=1.00,via.o,1.000
0x08010728,22,via_custom_value_command,0x080105b0,22,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,via.o,1.000
0x0801073e,442,raw_hid_receive,0x080105c6,438,2.17,match; entry=bl; callgraph 20/20; opsim=0.94,via.o,0.944
0x080108f8,12,host_set_driver,0x0801077c,12,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,host.o,1.000
0x08010904,12,host_get_driver,0x08010788,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,host.o,1.000
0x08010910,16,host_keyboard_leds,0x08010794,16,1.90,match; entry=bl; callgraph 4/4; opsim=1.00,host.o,1.000
0x08010920,8,host_keyboard_led_state,0x080107a4,8,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,host.o,1.000
0x08010928,16,host_keyboard_send,0x080107ac,16,1.90,match; opsim=1.00,host.o,1.000
0x08010938,20,host_nkro_send,0x080107bc,20,1.90,match; opsim=1.00,host.o,1.000
0x0801094c,20,host_mouse_send,0x080107d0,20,1.90,match; opsim=1.00,host.o,1.000
0x08010960,48,host_system_send,0x080107e4,48,1.90,match; entry=bl; callgraph 3/3; opsim=0.94,host.o,0.944
0x08010990,48,host_consumer_send,0x08010814,48,1.90,match; entry=bl; callgraph 3/3; opsim=0.94,host.o,0.944
0x080109c0,76,has_anykey,0x08010844,80,1.25,match; entry=bl; callgraph 1/1; opsim=0.66,report.o,0.655
0x08010a0c,100,is_key_pressed,0x08010894,96,1.78,match; entry=bl; callgraph 1/1; opsim=0.47,report.o,0.466
0x08010a70,50,add_key_byte,0x080108f4,44,1.54,match; opsim=0.68,report.o,0.683
0x08010aa2,26,del_key_byte,0x08010920,24,1.67,match; opsim=1.00,report.o,1.000
0x08010abc,28,add_key_bit,0x08010938,24,1.47,match; opsim=0.67,report.o,0.667
0x08010ad8,36,del_key_bit,0x08010950,30,1.40,match; opsim=0.77,report.o,0.769
0x08010afc,52,add_key_to_report,0x08010970,52,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,report.o,1.000
0x08010b30,52,del_key_from_report,0x080109a4,52,1.90,match; entry=bl; callgraph 3/3; opsim=1.00,report.o,1.000
0x08010b64,56,clear_keys_from_report,0x080109d8,56,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,report.o,1.000
0x08010b9c,72,has_mouse_report_changed,0x08010a10,72,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,report.o,1.000
0x08010be4,2,notify_usb_device_state_change_user,0x08010a58,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,usb_device_state.o,1.000
0x08010be6,10,notify_usb_device_state_change_kb,0x08010a5a,8,1.60,match; entry=bl; callgraph 4/4; opsim=0.86,usb_device_state.o,0.857
0x08010bf0,24,usb_device_state_set_configuration,0x08010a64,20,1.70,match; entry=bl; callgraph 2/2; opsim=0.62,usb_device_state.o,0.625
0x08010c08,20,usb_device_state_set_suspend,0x08010a78,20,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,usb_device_state.o,1.000
0x08010c1c,4,usb_device_state_set_resume,0x08010a8c,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,usb_device_state.o,1.000
0x08010c20,20,usb_device_state_set_reset,0x08010a90,20,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,usb_device_state.o,1.000
0x08010c34,4,usb_device_state_init,0x08010aa4,4,1.90,match; opsim=1.00,usb_device_state.o,1.000
0x08010c38,2,matrix_power_up,0x08010aa8,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,suspend.o,1.000
0x08010c3a,2,matrix_power_down,0x08010aaa,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,suspend.o,1.000
0x08010c3c,2,suspend_power_down_user,0x08010aac,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,suspend.o,1.000
0x08010c3e,8,suspend_power_down_kb,0x08010aae,8,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,suspend.o,1.000
0x08010c46,2,suspend_wakeup_init_user,0x08010ab6,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,suspend.o,1.000
0x08010c48,8,suspend_wakeup_init_kb,0x08010ab8,8,2.20,match; callgraph 1/1; opsim=1.00,suspend.o,1.000
0x08010c50,36,suspend_wakeup_condition,0x08010ac0,36,2.20,match; entry=bl; callgraph 5/5; opsim=1.00,suspend.o,1.000
0x08010c74,14,platform_setup,0x08010ae4,14,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,platform.o,1.000
0x08010c82,18,suspend_power_down,0x08010af2,18,2.50,match; entry=bl; callgraph 2/2; opsim=1.00,suspend.o,1.000
0x08010c94,40,suspend_wakeup_init,0x08010b04,38,2.05,match; entry=bl; callgraph 7/7; opsim=0.96,suspend.o,0.957
0x08010cbc,44,timer_clear,0x08010b2c,44,2.20,match; callgraph 1/1; opsim=1.00,timer.o,1.000
0x08010ce8,4,timer_init,0x08010b58,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,timer.o,1.000
0x08010cec,108,timer_read32,0x08010b5c,108,2.50,match; entry=bl; callgraph 33/33; opsim=0.91,timer.o,0.912
0x08010d58,10,timer_read,0x08010bc8,10,2.20,match; entry=bl; callgraph 7/7; opsim=1.00,timer.o,1.000
0x08010d62,14,timer_elapsed,0x08010bd2,14,2.20,match; entry=bl; callgraph 4/4; opsim=1.00,timer.o,1.000
0x08010d70,12,timer_elapsed32,0x08010be0,12,2.20,match; entry=bl; callgraph 16/16; opsim=1.00,timer.o,1.000
0x08010d7c,36,__NVIC_SystemReset,0x08010bec,36,3.90,match; entry=bl; callgraph 2/2; opsim=1.00,stm32_dfu.o,1.000
0x08010da0,16,bootloader_marker_enable,0x08010c10,16,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,stm32_dfu.o,1.000
0x08010db0,24,bootloader_marker_active,0x08010c20,24,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,stm32_dfu.o,1.000
0x08010dc8,12,bootloader_marker_disable,0x08010c38,12,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,stm32_dfu.o,1.000
