dump_addr,size,ref_symbol,ref_addr,ref_size,alignment_score,notes,obj,opcode_sim
0x080137c4,44,Vector80,0x0801358c,44,3.90,match; entry=vector; anchor=vector; opsim=0.83,stm32_dma.o,0.828
0x080137f0,44,Vector84,0x080135b8,44,3.90,match; entry=vector; anchor=vector; opsim=0.83,stm32_dma.o,0.828
0x0801381c,44,VectorFC,0x080135e4,44,3.90,match; entry=vector; anchor=vector; opsim=0.83,stm32_dma.o,0.828
0x08013848,40,Vector120,0x08013610,40,3.90,match; entry=vector; anchor=vector; opsim=1.00,stm32_dma.o,1.000
0x08013870,44,Vector124,0x08013638,44,3.90,match; entry=vector; anchor=vector; opsim=0.83,stm32_dma.o,0.828
0x0801389c,44,Vector128,0x08013664,44,3.90,match; entry=vector; anchor=vector; opsim=0.83,stm32_dma.o,0.828
0x080138c8,44,Vector12C,0x08013690,44,3.90,match; entry=vector; anchor=vector; opsim=0.83,stm32_dma.o,0.828
0x080138f4,40,Vector130,0x080136bc,40,3.90,match; entry=vector; anchor=vector; opsim=1.00,stm32_dma.o,1.000
0x0801391c,44,Vector150,0x080136e4,44,3.90,match; entry=vector; anchor=vector; opsim=0.83,stm32_dma.o,0.828
0x08013948,44,Vector154,0x08013710,44,3.90,match; entry=vector; anchor=vector; opsim=0.83,stm32_dma.o,0.828
0x08013974,44,Vector158,0x0801373c,48,3.65,match; entry=vector; anchor=vector; opsim=0.83,stm32_dma.o,0.828
0x080139a0,68,dmaInit,0x0801376c,68,5.40,match; entry=bl; callgraph 1/1; opsim=0.84,stm32_dma.o,0.844
0x080139e4,176,dmaStreamAllocI,0x080137b0,176,5.70,match; entry=bl; callgraph 2/2; opsim=0.81,stm32_dma.o,0.812
0x08013a94,88,dmaStreamFreeI,0x08013860,88,4.20,match; entry=bl; callgraph 3/3; opsim=0.92,stm32_dma.o,0.923
0x08013aec,108,extiEnableGroup1,0x080138b8,116,3.69,match; entry=bl; callgraph 1/1; opsim=0.72,stm32_exti.o,0.716
0x08013b58,28,_pal_lld_init,0x0801392c,28,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,hal_pal_lld.o,1.000
0x08013b74,216,_pal_lld_setgroupmode,0x08013948,204,1.73,match; entry=bl; callgraph 16/16; opsim=0.83,hal_pal_lld.o,0.828
0x08013c4c,100,_pal_lld_enablepadevent,0x08013a14,100,3.90,match; entry=bl; callgraph 2/2; opsim=0.91,hal_pal_lld.o,0.909
0x08013cb0,88,_pal_lld_disablepadevent,0x08013a78,88,3.90,match; entry=bl; callgraph 1/1; opsim=1.00,hal_pal_lld.o,1.000
0x08013d08,86,otg_disable_ep,0x08013ad0,86,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,hal_usb_lld.o,1.000
0x08013d5e,22,otg_txfifo_flush.isra.0,0x08013b26,20,1.63,match; entry=bl; callgraph 3/3; opsim=0.94,hal_usb_lld.o,0.941
0x08013d74,32,usb_lld_init,0x08013b3c,32,2.20,match; callgraph 1/1; opsim=0.90,hal_usb_lld.o,0.900
0x08013d94,204,usb_lld_start,0x08013b5c,204,4.50,match; entry=bl; callgraph 4/4; opsim=1.00,hal_usb_lld.o,1.000
0x08013e60,68,usb_lld_stop,0x08013c28,68,4.20,match; entry=bl; callgraph 3/3; opsim=1.00,hal_usb_lld.o,1.000
0x08013ea4,176,usb_lld_reset,0x08013c6c,176,2.50,match; entry=bl; callgraph 3/3; opsim=1.00,hal_usb_lld.o,1.000
0x08013f54,24,usb_lld_set_address,0x08013d1c,24,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,hal_usb_lld.o,1.000
0x08013f6c,280,usb_lld_init_endpoint,0x08013d34,264,2.03,match; callgraph 1/1; opsim=0.90,hal_usb_lld.o,0.895
0x08014084,10,usb_lld_disable_endpoints,0x08013e3c,10,1.90,match; opsim=1.00,hal_usb_lld.o,1.000
0x0801408e,26,usb_lld_get_status_out,0x08013e46,26,1.90,match; entry=bl; callgraph 1/1; opsim=0.91,hal_usb_lld.o,0.909
0x080140a8,26,usb_lld_get_status_in,0x08013e60,26,1.90,match; entry=bl; callgraph 1/1; opsim=0.91,hal_usb_lld.o,0.909
0x080140c2,18,usb_lld_read_setup,0x08013e7a,16,1.57,match; entry=bl; callgraph 1/1; opsim=0.92,hal_usb_lld.o,0.923
0x080140d4,124,usb_lld_start_out,0x08013e8a,114,1.66,match; entry=bl; callgraph 1/1; opsim=0.88,hal_usb_lld.o,0.878
0x08014150,176,otg_epout_handler.constprop.0,0x08013efc,176,2.20,match; entry=bl; callgraph 3/3; opsim=0.96,hal_usb_lld.o,0.963
0x08014200,140,usb_lld_start_in,0x08013fac,140,2.20,match; entry=bl; callgraph 1/1; opsim=0.88,hal_usb_lld.o,0.875
0x0801428c,276,otg_epin_handler.constprop.0,0x08014038,268,2.11,match; entry=bl; callgraph 3/3; opsim=0.95,hal_usb_lld.o,0.948
0x080143a0,748,Vector14C,0x08014144,732,2.74,match; entry=vector; anchor=vector; callgraph 8/8; opsim=0.83,hal_usb_lld.o,0.833
0x0801468c,20,usb_lld_stall_out,0x08014420,20,1.90,match; entry=bl; callgraph 3/3; opsim=1.00,hal_usb_lld.o,1.000
0x080146a0,20,usb_lld_stall_in,0x08014434,20,1.90,match; entry=bl; callgraph 3/3; opsim=1.00,hal_usb_lld.o,1.000
0x080146b4,20,usb_lld_clear_out,0x08014448,20,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,hal_usb_lld.o,1.000
0x080146c8,20,usb_lld_clear_in,0x0801445c,20,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,hal_usb_lld.o,1.000
0x080146dc,24,rtc_enter_init,0x08014470,24,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,hal_rtc_lld.o,1.000
0x080146f4,4,_getsize,0x08014488,4,1.90,match; entry=ptr; opsim=1.00,hal_rtc_lld.o,1.000
0x080146f8,42,_read,0x0801448c,42,1.90,match; entry=ptr; opsim=0.88,hal_rtc_lld.o,0.882
0x08014722,58,_write,0x080144b6,60,1.80,match; entry=ptr; opsim=0.86,hal_rtc_lld.o,0.864
0x0801475c,104,Vector48,0x080144f4,104,4.20,match; entry=vector; anchor=vector; opsim=1.00,hal_rtc_lld.o,1.000
0x080147c4,56,Vector4C,0x0801455c,56,4.20,match; entry=vector; anchor=vector; opsim=1.00,hal_rtc_lld.o,1.000
0x080147fc,76,VectorE4,0x08014594,76,4.20,match; entry=vector; anchor=vector; opsim=1.00,hal_rtc_lld.o,1.000
0x08014848,120,rtc_lld_init,0x080145e0,120,4.50,match; callgraph 4/4; opsim=0.93,hal_rtc_lld.o,0.930
0x080148c0,220,rtc_lld_set_time,0x08014658,216,1.95,match; callgraph 2/2; opsim=0.69,hal_rtc_lld.o,0.688
0x0801499c,256,rtc_lld_get_time,0x08014730,252,2.75,match; callgraph 2/2; opsim=0.93,hal_rtc_lld.o,0.926
0x08014a9c,48,spi_lld_configure,0x0801482c,46,1.77,match; entry=bl; callgraph 1/2; opsim=0.97,hal_spi_v2_lld.o,0.973
0x08014acc,168,spi_lld_stop_abort.isra.0,0x0801485c,164,3.63,match; entry=bl; callgraph 3/4; opsim=0.94,hal_spi_v2_lld.o,0.944
0x08014b74,140,spi_lld_serve_rx_interrupt,0x08014900,136,3.61,match; entry=ptr; callgraph 3/3; opsim=0.98,hal_spi_v2_lld.o,0.983
0x08014c00,60,spi_lld_serve_tx_interrupt,0x08014988,60,3.70,match; entry=ptr; callgraph 3/3; opsim=1.00,hal_spi_v2_lld.o,1.000
0x08014c3c,44,spi_lld_init,0x080149c4,44,4.20,match; callgraph 1/1; opsim=0.93,hal_spi_v2_lld.o,0.933
0x08014c68,212,spi_lld_start,0x080149f0,204,4.09,match; entry=bl; callgraph 4/4; opsim=0.87,hal_spi_v2_lld.o,0.872
0x08014d3c,76,spi_lld_stop,0x08014abc,76,4.20,match; entry=bl; callgraph 3/3; opsim=1.00,hal_spi_v2_lld.o,1.000
0x08014d88,54,spi_lld_exchange,0x08014b08,54,1.90,match; opsim=1.00,hal_spi_v2_lld.o,1.000
0x08014dbe,54,spi_lld_send,0x08014b3e,54,1.90,match; opsim=1.00,hal_spi_v2_lld.o,1.000
0x08014df4,72,st_lld_init,0x08014b74,72,4.50,match; opsim=1.00,hal_st_lld.o,1.000
0x08014e3c,40,st_lld_serve_interrupt,0x08014bbc,40,2.50,match; entry=bl; callgraph 2/2; opsim=1.00,hal_st_lld.o,1.000
0x08014e64,32,gpio_init,0x08014be4,30,1.71,match; entry=bl; callgraph 1/1; opsim=0.97,board.o,0.968
0x08014e84,132,__chibios_override___early_init,0x08014c04,128,5.61,match; entry=bl; callgraph 2/2; opsim=0.93,board.o,0.933
0x08014f08,2,__chibios_override_boardInit,0x08014c84,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,board.o,1.000
0x08014f0a,10,_read_r,0x08014c86,10,1.90,match; entry=bl; opsim=1.00,syscalls.o,1.000
0x08014f14,4,_lseek_r,0x08014c90,4,1.90,match; entry=bl; callgraph 0/1; opsim=1.00,syscalls.o,1.000
0x08014f18,4,_write_r,0x08014c94,4,1.90,match; opsim=1.00,syscalls.o,1.000
0x08014f1c,4,_close_r,0x08014c98,4,1.90,match; opsim=1.00,syscalls.o,1.000
0x08014f20,26,_sbrk_r,0x08014c9c,26,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,syscalls.o,1.000
0x08014f3a,24,_fstat_r,0x08014cb6,22,2.25,match; entry=bl; callgraph 1/1; opsim=0.95,syscalls.o,0.947
0x08014f52,6,_isatty_r,0x08014ccc,4,0.90,match; entry=bl; opsim=0.80,syscalls.o,0.800
0x08014f58,16,_exit,0x08014cd0,16,3.70,match; entry=bl; callgraph 3/3; opsim=1.00,syscalls.o,1.000
0x08014f68,20,_kill,0x08014ce0,16,3.10,match; entry=bl; callgraph 3/3; opsim=0.80,syscalls.o,0.800
0x08014f7c,2,_fini,0x08014cf4,2,1.90,match; opsim=1.00,syscall-fallbacks.o,1.000
0x08014f7e,62,abort+__itoa,0x08014cf6,62,2.20,merge2A; entry=bl; callgraph 5/6; refs=abort+__itoa,libc_a-abort.o,
0x08014fbc,4,itoa,0x08014d34,4,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,libc_a-itoa.o,1.000
0x08014fc0,16,malloc,0x08014d38,16,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,libc_a-malloc.o,1.000
0x08014fd0,16,free,0x08014d48,16,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,libc_a-malloc.o,1.000
0x08014fe0,32,,,,,INSERTION (no ref function); entry=bl,,
0x08015000,28,,,,,INSERTION (no ref function); entry=bl,,
0x0801501c,16,,,,,INSERTION (no ref function); entry=bl,,
0x0801502c,152,,,,,INSERTION (no ref function); entry=bl,,
0x080150c4,64,sbrk_aligned,0x08014d58,68,2.02,match; entry=bl; callgraph 2/2; opsim=0.81,libc_a-mallocr.o,0.808
0x08015104,232,_malloc_r,0x08014d9c,248,2.01,match; entry=bl; callgraph 2/3; opsim=0.85,libc_a-mallocr.o,0.846
0x080151ec,124,rand,0x08014e98,124,5.70,match; entry=bl; callgraph 3/3; opsim=0.95,libc_a-rand.o,0.946
0x08015268,80,memset+_raise_r,0x08014fb4,96,1.70,merge2A; callgraph 1/1; refs=memset+_raise_r,libc_a-memset.o,
0x080152b8,16,raise,0x08015014,16,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,libc_a-signal.o,1.000
0x080152c8,36,_kill_r,0x08015024,36,2.20,match; callgraph 1/1; opsim=1.00,libc_a-signalr.o,1.000
0x080152ec,4,_getpid_r,0x08015048,4,1.90,match; entry=bl; callgraph 0/1; opsim=1.00,libc_a-signalr.o,1.000
0x080152f0,132,memcpy,0x0801504c,28,-0.96,match; entry=bl; callgraph 0/1; opsim=0.15,libc_a-memcpy-stub.o,0.152
0x08015374,60,__assert_func,0x08015068,60,6.70,match; entry=bl; callgraph 3/3; opsim=0.95,libc_a-assert.o,0.947
0x080153b0,36,fprintf,0x0801513c,36,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,libc_a-fprintf.o,1.000
0x080153d4,12,,,,,INSERTION (no ref function); entry=bl,,
0x080153e0,12,,,,,INSERTION (no ref function); entry=bl,,
0x080153ec,46,__sfputc_r,0x08015160,42,1.64,match; entry=bl; callgraph 1/1; opsim=0.90,libc_a-nano-vfprintf.o,0.900
0x0801541a,38,__sfputs_r,0x0801518a,36,2.04,"match; entry=bl,ptr; callgraph 2/2; opsim=0.97",libc_a-nano-vfprintf.o,0.970
0x08015440,608,_vfiprintf_r,0x080151b0,452,4.93,match; entry=bl; callgraph 4/6; opsim=0.62,libc_a-nano-vfprintf.o,0.618
0x080156a0,220,_printf_common,0x08015374,234,1.72,match; entry=bl; opsim=0.82,libc_a-nano-vfprintf_i.o,0.823
0x0801577c,588,,,,,INSERTION (no ref function); entry=bl,,
0x080159c8,164,,,,,INSERTION (no ref function),,
0x08015a6c,220,_printf_i,0x08015460,596,-0.99,split1; entry=bl; callgraph 1/2; opsim=0.21,libc_a-nano-vfprintf_i.o,0.209
0x08015b48,268,_printf_i,0x08015460,596,-0.45,split2; entry=bl; opsim=0.26,libc_a-nano-vfprintf_i.o,0.261
0x08015c54,120,,,,,"INSERTION (no ref function); entry=bl,ptr",,
0x08015ccc,72,std,0x080156b4,72,2.20,match; entry=bl; callgraph 0/1; opsim=1.00,libc_a-findfp.o,1.000
0x08015d14,12,stdio_exit_handler,0x080156fc,24,0.40,match; entry=ptr; opsim=0.75,libc_a-findfp.o,0.750
0x08015d20,44,global_stdio_init.part.0,0x08015754,64,1.26,match; entry=bl; callgraph 0/2; opsim=0.17,libc_a-findfp.o,0.171
0x08015d4c,12,,,,,INSERTION (no ref function); entry=bl,,
0x08015d58,12,__sinit,0x08015794,28,0.19,split1; entry=bl; callgraph 1/1; opsim=0.33,libc_a-findfp.o,0.333
0x08015d64,12,__sinit,0x08015794,28,0.19,split2; entry=bl; callgraph 1/1; opsim=0.33,libc_a-findfp.o,0.333
0x08015d70,12,__sclose,0x0801586a,8,0.90,match; opsim=0.40,libc_a-stdio.o,0.400
0x08015d7c,112,__swbuf_r,0x08015872,122,0.95,match; entry=bl; callgraph 2/6; opsim=0.29,libc_a-wbuf.o,0.286
0x08015dec,140,__swsetup_r,0x080158ec,168,0.70,match; entry=bl; callgraph 2/4; opsim=0.25,libc_a-wsetup.o,0.252
0x08015e78,62,_fflush_r,0x08015a94,42,0.73,match; opsim=0.29,libc_a-fflush.o,0.286
0x08015eb6,2,,,,,INSERTION (no ref function); entry=bl,,
0x08015eb8,2,,,,,INSERTION (no ref function); entry=bl,,
0x08015eba,2,__swhatbuf_r,0x08015abe,72,-1.72,split1; entry=bl; callgraph 0/1; opsim=0.00,libc_a-makebuf.o,0.000
0x08015ebc,76,__swhatbuf_r,0x08015abe,72,2.34,split2; entry=bl; callgraph 1/1; opsim=0.71,libc_a-makebuf.o,0.710
0x08015f08,128,,,,,INSERTION (no ref function); entry=bl,,
0x08015f88,34,,,,,INSERTION (no ref function); entry=ptr,,
0x08015faa,56,__smakebuf_r,0x08015b06,114,-0.83,split1; entry=ptr; callgraph 0/1; opsim=0.30,libc_a-makebuf.o,0.303
0x08015fe2,36,__smakebuf_r,0x08015b06,114,-1.35,split2; entry=ptr; callgraph 0/1; opsim=0.07,libc_a-makebuf.o,0.068
0x08016006,10,,,,,INSERTION (no ref function); entry=ptr,,
