dump_addr,size,ref_symbol,ref_addr,ref_size,alignment_score,notes,region,obj,opcode_sim
0x0800c810,100,encoder_cb_init,0x0800ab58,96,4.08,match; entry=bl; callgraph 4/4; opsim=0.76,,keychron_common.o,0.759
0x0800c874,148,via_command_kb,0x0800abb8,148,1.90,match; callgraph 4/5; opsim=1.00,,keychron_common.o,1.000
0x0800c908,16,raw_hid_receive,0x0800ac4c,14,1.52,"HOOK-DEFAULT: raw_hid_receive (keychron_common.c non-VIA stub, opsim 0.92 -> VIA off); match; entry=bl; callgraph 1/1; opsim=0.92",,keychron_common.o,0.923
0x0800c918,16,factory_timer_start,0x0800ac5c,16,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,factory_test.o,1.000
0x0800c928,240,process_record_factory_test,0x0800ac6c,240,2.50,match; entry=bl; callgraph 2/2; opsim=1.00,,factory_test.o,1.000
0x0800ca18,92,factory_test_indicator,0x0800ad5c,92,2.20,match; entry=bl; callgraph 2/2; opsim=0.95,,factory_test.o,0.946
0x0800ca74,16,factory_reset_indicating,0x0800adb8,16,1.90,match; entry=bl; callgraph 2/2; opsim=1.00,,factory_test.o,1.000
0x0800ca84,192,factory_test_task,0x0800adc8,192,2.50,match; entry=bl; callgraph 11/11; opsim=1.00,,factory_test.o,1.000
0x0800cb44,76,factory_test_send,0x0800ae88,72,2.04,match; entry=bl; callgraph 4/5; opsim=0.90,,factory_test.o,0.900
0x0800cb90,352,factory_test_rx,0x0800aed0,352,4.50,match; entry=bl; callgraph 3/4; opsim=1.00,,factory_test.o,1.000
0x0800ccf0,40,dip_switch_update_user,0x0800b030,40,2.50,"HOOK-DEFAULT: dip_switch_update_user (Keychron factory_test.c version, opsim 0.89); match; entry=bl; callgraph 2/2; opsim=0.89",,factory_test.o,0.889
0x0800cd18,32,dip_switch_update_kb,0x0800b058,32,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,,v10_max.o,1.000
0x0800cd38,80,keyboard_post_init_kb,0x0800b078,76,4.65,match; entry=bl; callgraph 5/6; opsim=0.91,,v10_max.o,0.909
0x0800cd88,48,keychron_task_kb,0x0800b0c4,48,4.80,match; entry=bl; callgraph 2/2; opsim=1.00,,v10_max.o,1.000
0x0800cdb8,32,lpm_is_kb_idle,0x0800b0f4,28,1.82,match; entry=bl; callgraph 2/2; opsim=0.95,,v10_max.o,0.952
0x0800cdd8,2,"td0_on_reset [user, tap_dance_actions[0].fn.on_reset]",0x0800b110,2,,HOOK[verified]: pointer word 0x0800cdd9 at flash 0x080179d8 = tap_dance_actions[0].fn.on_reset (layout verified against ref .data at 0x08016e84); body = bx lr,keymap.c user code,keymap.c (user),1.000
0x0800cdda,26,td_oneshot_layer1_helper [user static],,,,"HOOK[verified]: tail-called (b.w) from td0_on_dance_finished at 0x0800d216; calls layer_on(1) @0x0800dc64, set_oneshot_layer(1,ONESHOT_START=3) @0x0800e504, clear_oneshot_layer_state(ONESHOT_PRESSED=1) @0x0800e548",keymap.c user code,keymap.c (user),0.480
0x0800cdf4,10,leader_start_user [user],0x0800fa98,2,,"HOOK[verified]: BL target of leader_start @0x08011948 (dump 0x08011940 = leader_start, opsim 1.0 region); body: rgb_matrix_set_color_all(0xff,0,0xff) tail call to 0x0800fee4",keymap.c user code,keymap.c (user),
0x0800cdfe,354,leader_end_user [user],0x0800b13c,52,,"HOOK[verified]: BL target of leader_end @0x0801197c (its only call); body: rgb_matrix_set_color_all(0,0,0), then leader_sequence_one_key/two_keys (0x08011a3c/0x08011a50) chains with register_code (0x0800d570)/unregister_code (0x0800d600) on literal keycodes",keymap.c user code,keymap.c (user),0.158
0x0800cf60,20,keyboard_post_init_user [user],0x0800c7ec,2,,"HOOK[verified]: tail-call (b.w) target at 0x0800cd76, last instruction of keyboard_post_init_kb @0x0800cd38 (v10_max.c, opsim 0.91); body: default_layer_set(0) @0x0800dbe2 then rgb_matrix_mode(16) @0x08010d40",keymap.c user code,keymap.c (user),
0x0800cf74,156,rgb_matrix_indicators_advanced_user [user],0x0800ed90,4,,"HOOK[verified]: BL target of rgb_matrix_indicators_advanced_kb @0x08010c4c (its only call); loops led_min..led_max, get_highest_layer via biton16(layer_state|default_layer_state) @0x0800d488, tbb switch over layers 1..5 -> rgb_matrix_set_color @0x0800fe78",keymap.c user code,keymap.c (user),
0x0800d010,120,osm_indicator_helper [user static],,,,HOOK[verified]: tail-called by both 4-byte thunks 0x0800d088/0x0800d08c; masks mods with 0x22 (L/R shift) and ~0x77 (GUI bits); drives rgb_matrix_set_color_all @0x0800fee4 with RAM flags 0x200015dd/0x200015de,keymap.c user code,keymap.c (user),0.368
0x0800d088,4,oneshot_mods_changed_user [user],0x0800c448,2,,"HOOK[verified]: BL target of oneshot_mods_changed_kb @0x0800e3e4 (8 B, opsim 1.0); body = b.w 0x0800d010",keymap.c user code,keymap.c (user),
0x0800d08c,4,oneshot_locked_mods_changed_user [user],0x0800c404,2,,"HOOK[verified]: BL target of oneshot_locked_mods_changed_kb @0x0800e38c (8 B, opsim 1.0); body = b.w 0x0800d010",keymap.c user code,keymap.c (user),
0x0800d090,36,osm_lookup_helper [user static],,,,HOOK[likely]: called only from 0x0800d0b4; scans a 2-entry u16 table via pointer at RAM 0x200015e0,keymap.c user code,keymap.c (user),0.250
0x0800d0b4,80,osm_press_handler [user static],,,,"HOOK[verified]: tail-called from process_record_user (0x0800d15a) for pressed OSM keycodes {0x52A2,0x52A8,0x52B2,0x52B8}; calls get_mods, clear_oneshot_mods, 0x0800e3b0 (action_util insertion), get_oneshot_mods, unregister_mods",keymap.c user code,keymap.c (user),
0x0800d104,192,process_record_user [user],0x0800b170,66,,"HOOK[verified]: BL target of process_record_kb @0x0800c6e8 (keychron_task.c, 26 B, opsim 1.0; its only BL); body calls process_record_keychron_common @0x0800c720 first, compares keycode with 0x5700 TD(0), 0x39 KC_CAPS_LOCK (+host_keyboard_led_state), OSM range, movw 0x7e40/0x7e41 (QK_USER_0/1 -> register/unregister KC_DOT 0x37 & KC_SLASH 0x38: ""./"" and ""../"")",keymap.c user code,keymap.c (user),
0x0800d1c4,40,td_cur_dance [user static],,,,"HOOK[verified]: called only from td0_on_dance_finished; reads state->count ([r0,#2]) and state->interrupted ([r0,#5]); returns 1..4",keymap.c user code,keymap.c (user),
0x0800d1ec,112,"td0_on_dance_finished [user, tap_dance_actions[0].fn.on_dance_finished]",0x0800b112,42,,"HOOK[verified]: pointer word 0x0800d1ed at flash 0x080179d4 (tap_dance_actions[0], layout verified against ref); calls cur_dance, layer_clear @0x0800dc34, layer_state_is(1|4) @0x0800dc3c, layer_move(1|4) @0x0800dc58, tail-calls oneshot-layer-1 helper",keymap.c user code,keymap.c (user),0.198
0x0800d25c,32,oneshot_layer_changed_user [user],0x0800c598,2,,"HOOK[verified]: BL target of oneshot_layer_changed_kb @0x0800e4fc (8 B, opsim 1.0); when layer==0 and RAM flag 0x200015e9 set: layer_clear + layer_move(4)",keymap.c user code,keymap.c (user),0.385
0x0800d27c,40,keycode_at_keymap_location_raw,0x0800b1b4,40,,"VERIFIED: pool word 0x080169b8 (= keymaps[] table, byte-identical to ref table) at 0x0800d2a0; 6x6x18 index math (muls #0x6c, mla #0x12); opsim 1.0 in earlier DP run",keymap_introspection,keymap_introspection.o,0.133
0x0800d2a4,4,keycode_at_keymap_location,0x0800b1dc,4,,VERIFIED: 4-byte b.w thunk to 0x0800d27c,keymap_introspection,keymap_introspection.o,0.133
0x0800d2a8,32,keycode_at_encodermap_location_raw,0x0800b1e0,32,,"VERIFIED: pool word 0x080169a0 (= encoder_map[], 24 B before keymaps) at 0x0800d2c4",keymap_introspection,keymap_introspection.o,0.167
0x0800d2c8,4,keycode_at_encodermap_location,0x0800b200,4,,VERIFIED: 4-byte b.w thunk to 0x0800d2a8,keymap_introspection,keymap_introspection.o,0.000
0x0800d2cc,4,pre_process_record_user,0x0800b308,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,quantum.o,1.000
0x0800d2d0,8,pre_process_record_kb,0x0800b30c,8,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,quantum.o,1.000
0x0800d2d8,4,process_action_kb,0x0800b314,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,quantum.o,1.000
0x0800d2dc,2,post_process_record_user,0x0800b318,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,quantum.o,1.000
0x0800d2de,10,post_process_record_kb,0x0800b31a,8,1.60,match; entry=bl; callgraph 2/2; opsim=0.86,,quantum.o,0.857
0x0800d2e8,76,get_event_keycode,0x0800b324,72,2.04,match; callgraph 3/3; opsim=0.93,,quantum.o,0.926
0x0800d334,24,get_record_keycode,0x0800b36c,22,1.15,match; entry=bl; callgraph 3/5; opsim=0.78,,quantum.o,0.778
0x0800d34c,18,pre_process_record_quantum,0x0800b382,18,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,,quantum.o,1.000
0x0800d35e,18,post_process_record_quantum,0x0800b394,18,2.20,match; entry=bl; callgraph 3/3; opsim=1.00,,quantum.o,1.000
0x0800d370,4,shutdown_user,0x0800b3a6,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,quantum.o,1.000
0x0800d374,8,shutdown_kb,0x0800b3aa,8,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,quantum.o,1.000
0x0800d37c,26,shutdown_quantum,0x0800b3b2,26,2.50,match; entry=bl; callgraph 4/4; opsim=1.00,,quantum.o,1.000
0x0800d396,16,reset_keyboard,0x0800b3cc,16,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,quantum.o,1.000
0x0800d3a6,16,soft_reset_keyboard,0x0800b3dc,16,2.20,match; entry=bl; callgraph 2/2; opsim=1.00,,quantum.o,1.000
0x0800d3b6,166,process_record_quantum,0x0800b3ec,198,1.32,match; entry=bl; callgraph 14/14; opsim=0.91,,quantum.o,0.906
0x0800d45c,24,suspend_power_down_quantum,0x0800b4b2,24,2.20,match; entry=bl; callgraph 4/4; opsim=1.00,,quantum.o,1.000
0x0800d474,20,suspend_wakeup_init_quantum,0x0800b4ca,20,2.20,match; callgraph 2/2; opsim=1.00,,quantum.o,1.000
0x0800d488,40,biton16,0x0800b4de,34,1.45,match; entry=bl; callgraph 1/1; opsim=0.67,,bitwise.o,0.667
0x0800d4b0,2,led_set_user,0x0800b500,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,led.o,1.000
0x0800d4b2,4,led_update_user,0x0800b502,4,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,led.o,1.000
0x0800d4b6,2,led_update_ports,0x0800b506,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,led.o,1.000
0x0800d4b8,2,led_init_ports,0x0800b508,2,1.90,match; entry=bl; callgraph 1/1; opsim=1.00,,led.o,1.000
0x0800d4ba,16,led_set,0x0800b50a,16,2.20,match; entry=bl; callgraph 6/6; opsim=1.00,,led.o,1.000
