entry,size,name,n_callers,n_callees,is_thunk,signature,strings
0x08011218,42,FUN_08011218,1,1,0,"undefined4 FUN_08011218(uint param_1)",
0x0801124C,226,FUN_0801124c,1,5,0,"undefined FUN_0801124c(uint param_1)","080167FC:            "
0x08011338,50,FUN_08011338,2,0,0,"undefined FUN_08011338(uint param_1, undefined1 param_2, undefined1 param_3, undefined1 param_4)",
0x08011378,30,FUN_08011378,1,1,0,"undefined FUN_08011378(undefined1 param_1, undefined1 param_2, undefined1 param_3)",
0x08011398,166,FUN_08011398,1,0,0,"undefined FUN_08011398(int param_1, int param_2, int param_3, int param_4)",
0x0801144C,38,FUN_0801144c,1,1,0,"undefined FUN_0801144c(uint param_1)",
0x08011480,40,FUN_08011480,1,1,0,"uint FUN_08011480(uint param_1)",
0x080114B0,70,FUN_080114b0,1,5,0,"undefined FUN_080114b0(void)",
0x080114FC,18,FUN_080114fc,2,1,0,"undefined FUN_080114fc(void)",
0x08011510,8,FUN_08011510,1,0,0,"undefined FUN_08011510(void)",
0x0801151C,8,FUN_0801151c,1,0,0,"undefined FUN_0801151c(void)",
0x08011528,6,FUN_08011528,1,0,0,"undefined FUN_08011528(int param_1, undefined * UNRECOVERED_JUMPTABLE, undefined * UNRECOVERED_JUMPTABLE_00)",
0x08011530,128,process_rgb_matrix,1,4,0,"undefined1 process_rgb_matrix(undefined4 param_1, int param_2)",
0x080115F0,112,FUN_080115f0,2,0,0,"undefined FUN_080115f0(uint param_1, int param_2)",
0x08011660,8,FUN_08011660,1,1,0,"undefined FUN_08011660(void)",
0x08011668,92,FUN_08011668,1,2,0,"undefined FUN_08011668(void)",
0x080116D0,342,FUN_080116d0,1,3,0,"byte FUN_080116d0(void)",
0x08011890,4,FUN_08011890,1,0,0,"undefined4 FUN_08011890(void)",
0x08011894,8,FUN_08011894,1,1,0,"undefined FUN_08011894(void)",
0x0801189C,48,FUN_0801189c,3,2,0,"undefined FUN_0801189c(int param_1, undefined4 param_2, undefined4 param_3)",
0x080118D8,24,FUN_080118d8,2,2,0,"undefined FUN_080118d8(void)",
0x080118F4,74,process_leader,1,6,0,"undefined1 process_leader(uint param_1, int param_2)",
0x08011940,44,FUN_08011940,1,3,0,"undefined FUN_08011940(void)",
0x0801197C,14,FUN_0801197c,2,1,0,"undefined FUN_0801197c(void)",
0x08011990,6,FUN_08011990,1,0,0,"undefined1 FUN_08011990(void)",
0x0801199C,26,FUN_0801199c,1,0,0,"bool FUN_0801199c(undefined2 param_1)",
0x080119C0,24,FUN_080119c0,2,1,0,"bool FUN_080119c0(void)",
0x080119DC,24,FUN_080119dc,1,2,0,"undefined FUN_080119dc(void)",
0x080119F8,12,FUN_080119f8,1,1,0,"undefined FUN_080119f8(void)",
0x08011A08,46,FUN_08011a08,2,0,0,"bool FUN_08011a08(uint param_1, uint param_2, uint param_3, uint param_4, short param_5)",
0x08011A3C,20,FUN_08011a3c,1,1,0,"bool FUN_08011a3c(uint param_1)",
0x08011A50,18,FUN_08011a50,1,1,0,"bool FUN_08011a50(uint param_1, uint param_2)",
0x08011A62,42,FUN_08011a62,1,0,0,"int FUN_08011a62(short param_1)",
0x08011A8C,120,FUN_08011a8c,2,1,0,"byte FUN_08011a8c(void)",
0x08011B14,94,FUN_08011b14,2,1,0,"undefined4 FUN_08011b14(void)",
0x08011B84,164,FUN_08011b84,3,3,0,"undefined FUN_08011b84(int param_1)",
0x08011C48,206,FUN_08011c48,3,0,0,"undefined FUN_08011c48(int param_1)",
0x08011D68,58,FUN_08011d68,6,1,0,"undefined FUN_08011d68(void)",
0x08011DA0,28,FUN_08011da0,2,1,0,"undefined FUN_08011da0(void)",
0x08011DCC,34,FUN_08011dcc,1,0,0,"bool FUN_08011dcc(int param_1)",
0x08011DF0,374,FUN_08011df0,1,8,0,"undefined FUN_08011df0(undefined4 param_1, undefined4 param_2)",
0x08011F8C,6,FUN_08011f8c,3,0,0,"undefined FUN_08011f8c(undefined4 param_1, undefined4 param_2, undefined * UNRECOVERED_JUMPTABLE)",
0x08011F92,36,FUN_08011f92,2,4,0,"undefined FUN_08011f92(undefined4 * param_1)",
0x08011FB8,66,FUN_08011fb8,2,5,0,"undefined FUN_08011fb8(undefined4 * param_1)",
0x08012000,54,preprocess_tap_dance,1,2,0,"char preprocess_tap_dance(uint param_1, int param_2)",
0x08012040,132,process_tap_dance,1,6,0,"undefined4 process_tap_dance(uint param_1, int param_2)",
0x080120D0,66,FUN_080120d0,1,3,0,"undefined FUN_080120d0(void)",
0x08012120,6,FUN_08012120,4,0,0,"undefined FUN_08012120(undefined4 param_1)",
0x0801212C,6,FUN_0801212c,1,0,0,"undefined4 FUN_0801212c(void)",
0x08012138,12,FUN_08012138,4,0,0,"undefined FUN_08012138(void)",
0x08012148,8,FUN_08012148,3,1,0,"undefined FUN_08012148(void)",
0x08012150,12,FUN_08012150,1,0,0,"undefined FUN_08012150(void)",
0x08012160,16,FUN_08012160,1,0,0,"undefined FUN_08012160(undefined1 * param_1)",
0x08012188,36,FUN_08012188,5,0,0,"undefined FUN_08012188(uint param_1)",
0x080121B8,36,FUN_080121b8,5,0,0,"undefined FUN_080121b8(uint param_1)",
0x080121E8,64,FUN_080121e8,1,0,0,"char FUN_080121e8(void)",
0x08012238,82,FUN_08012238,1,0,0,"bool FUN_08012238(uint param_1)",
0x0801229C,44,FUN_0801229c,1,0,0,"undefined FUN_0801229c(int param_1, uint param_2)",
0x080122C8,24,FUN_080122c8,1,0,0,"undefined FUN_080122c8(int param_1, uint param_2)",
0x0801231C,60,FUN_0801231c,1,1,0,"undefined FUN_0801231c(uint param_1)",
0x08012350,66,FUN_08012350,2,1,0,"uint FUN_08012350(uint param_1)",
0x08012384,38,FUN_08012384,2,1,0,"undefined FUN_08012384(void)",
0x080123BC,72,FUN_080123bc,1,0,0,"bool FUN_080123bc(int param_1, int param_2)",
0x08012404,2,FUN_08012404,1,0,0,"undefined FUN_08012404(void)",
0x08012406,8,FUN_08012406,3,1,0,"undefined FUN_08012406(void)",
0x08012410,16,FUN_08012410,1,1,0,"undefined FUN_08012410(char param_1)",
0x08012424,14,FUN_08012424,1,1,0,"undefined FUN_08012424(void)",
0x08012438,4,thunk_FUN_08012410,1,0,1,"undefined thunk_FUN_08012410(char param_1)",
0x0801243C,14,FUN_0801243c,1,1,0,"undefined FUN_0801243c(void)",
0x08012450,4,thunk_FUN_0801243c,0,0,1,"undefined thunk_FUN_0801243c(void)",
0x08012454,2,FUN_08012454,1,0,0,"undefined FUN_08012454(void)",
0x08012456,2,FUN_08012456,1,0,0,"undefined FUN_08012456(void)",
0x08012458,2,FUN_08012458,1,0,0,"undefined FUN_08012458(void)",
0x0801245A,8,FUN_0801245a,1,1,0,"undefined FUN_0801245a(void)",
0x08012462,2,FUN_08012462,1,0,0,"undefined FUN_08012462(void)",
0x08012464,8,FUN_08012464,1,1,0,"undefined FUN_08012464(void)",
0x0801246C,36,FUN_0801246c,1,4,0,"undefined4 FUN_0801246c(void)",
0x08012490,14,FUN_08012490,1,2,0,"undefined FUN_08012490(void)",
0x0801249E,18,FUN_0801249e,1,2,0,"undefined FUN_0801249e(void)",
0x080124B0,38,FUN_080124b0,1,7,0,"undefined FUN_080124b0(void)",
0x080124D8,32,FUN_080124d8,0,1,0,"undefined FUN_080124d8(void)",
0x08012504,4,thunk_FUN_080124d8,1,0,1,"undefined thunk_FUN_080124d8(void)",
0x08012508,82,FUN_08012508,30,2,0,"int FUN_08012508(void)",
0x08012574,10,FUN_08012574,9,1,0,"uint FUN_08012574(void)",
0x0801257E,14,FUN_0801257e,6,1,0,"uint FUN_0801257e(int param_1)",
0x0801258C,12,FUN_0801258c,15,1,0,"int FUN_0801258c(int param_1)",
0x08012598,26,FUN_08012598,2,0,0,"undefined FUN_08012598(void)",
0x080125BC,8,FUN_080125bc,1,0,0,"undefined FUN_080125bc(void)",
0x080125CC,14,FUN_080125cc,1,0,0,"bool FUN_080125cc(void)",
0x080125E4,8,FUN_080125e4,1,0,0,"undefined FUN_080125e4(void)",
0x080125F0,10,FUN_080125f0,2,2,0,"undefined FUN_080125f0(void)",
0x080125FA,6,FUN_080125fa,1,1,0,"undefined FUN_080125fa(void)",
0x08012600,108,FUN_08012600,0,2,0,"undefined FUN_08012600(void)",
0x08012674,98,FUN_08012674,1,3,0,"undefined FUN_08012674(void)",
0x080126E8,208,FUN_080126e8,1,3,0,"undefined1 FUN_080126e8(uint param_1, short param_2, int param_3, uint param_4)",
0x080127C4,14,FUN_080127c4,1,1,0,"undefined4 FUN_080127c4(uint param_1, uint param_2)",
0x080127D8,26,FUN_080127d8,1,2,0,"undefined FUN_080127d8(void)",
0x080127FC,2,FUN_080127fc,0,0,0,"undefined FUN_080127fc(void)",
0x08012800,256,FUN_08012800,0,3,0,"undefined4 FUN_08012800(int param_1, undefined4 param_2)",
0x08012914,64,FUN_08012914,0,1,0,"undefined4 * FUN_08012914(int param_1)",
0x08012958,42,FUN_08012958,0,0,0,"undefined FUN_08012958(int param_1)",
0x0801298C,28,FUN_0801298c,1,0,0,"undefined FUN_0801298c(undefined1 param_1)",
0x080129B4,160,FUN_080129b4,0,7,0,"undefined FUN_080129b4(undefined4 param_1, undefined4 param_2)",
0x08012A74,24,FUN_08012a74,2,1,0,"undefined FUN_08012a74(void)",
0x08012A98,138,FUN_08012a98,1,5,0,"undefined FUN_08012a98(void)",
0x08012B50,90,FUN_08012b50,2,7,0,"undefined4 FUN_08012b50(char * param_1)",
0x08012BB8,6,FUN_08012bb8,0,0,0,"undefined1 FUN_08012bb8(void)",
0x08012BC4,26,FUN_08012bc4,6,1,0,"undefined FUN_08012bc4(int param_1, undefined4 * param_2, uint param_3)",
0x08012BE4,10,FUN_08012be4,0,1,0,"undefined FUN_08012be4(undefined4 * param_1)",
0x08012BEE,10,FUN_08012bee,0,1,0,"undefined FUN_08012bee(undefined4 * param_1)",
0x08012BF8,10,FUN_08012bf8,0,1,0,"undefined FUN_08012bf8(undefined4 * param_1)",
0x08012C02,10,FUN_08012c02,0,1,0,"undefined FUN_08012c02(undefined4 * param_1)",
0x08012C0C,16,raw_hid_send,3,1,0,"undefined raw_hid_send(undefined4 * param_1, int param_2)",
0x08012C1C,34,FUN_08012c1c,1,2,0,"undefined FUN_08012c1c(void)",
0x08012C44,4,thunk_FUN_08012600,1,0,1,"undefined thunk_FUN_08012600(void)",
0x08012C48,2,FUN_08012c48,1,0,0,"undefined FUN_08012c48(void)",
0x08012C4A,2,FUN_08012c4a,1,0,0,"undefined FUN_08012c4a(void)",
0x08012C4C,16,FUN_08012c4c,1,3,0,"undefined FUN_08012c4c(void)",
0x08012C5C,12,FUN_08012c5c,1,2,0,"undefined FUN_08012c5c(void)",
0x08012C68,4,thunk_FUN_0801243c,1,0,1,"undefined thunk_FUN_0801243c(void)",
0x08012C6C,30,FUN_08012c6c,1,3,0,"undefined FUN_08012c6c(void)",
0x08012CA4,4,thunk_FUN_08012a98,1,0,1,"undefined thunk_FUN_08012a98(void)",
0x08012CA8,14,FUN_08012ca8,1,2,0,"undefined FUN_08012ca8(void)",
0x08012CB8,90,FUN_08012cb8,1,0,0,"undefined * FUN_08012cb8(uint param_1, undefined * param_2, undefined4 param_3, undefined4 * param_4)",
0x08012D30,58,FUN_08012d30,0,2,0,"undefined FUN_08012d30(int param_1, int param_2)",
0x08012D6A,54,FUN_08012d6a,3,2,0,"undefined FUN_08012d6a(int param_1)",
0x08012DA0,6,FUN_08012da0,0,1,0,"undefined FUN_08012da0(int param_1)",
0x08012DA8,52,FUN_08012da8,1,1,0,"undefined FUN_08012da8(int param_1)",
0x08012DE0,36,FUN_08012de0,1,1,0,"undefined FUN_08012de0(int param_1)",
0x08012E08,32,FUN_08012e08,1,0,0,"undefined FUN_08012e08(int param_1)",
0x08012E28,30,FUN_08012e28,1,0,0,"undefined FUN_08012e28(int param_1)",
0x08012E46,40,FUN_08012e46,1,2,0,"undefined FUN_08012e46(int * param_1)",
0x08012E6E,26,FUN_08012e6e,1,2,0,"undefined FUN_08012e6e(int * param_1)",
0x08012E88,6,FUN_08012e88,1,0,0,"undefined FUN_08012e88(int param_1)",
0x08012E8E,6,FUN_08012e8e,1,0,0,"undefined FUN_08012e8e(int param_1)",
0x08012E94,32,FUN_08012e94,1,2,0,"undefined FUN_08012e94(int * param_1)",
0x08012EB4,22,FUN_08012eb4,1,2,0,"undefined FUN_08012eb4(int * param_1)",
0x08012ECA,150,FUN_08012eca,0,3,0,"undefined FUN_08012eca(int param_1, uint param_2, undefined4 param_3)",
0x08012F60,66,FUN_08012f60,0,2,0,"undefined FUN_08012f60(int param_1, int param_2)",
0x08012FA2,158,FUN_08012fa2,1,5,0,"undefined4 FUN_08012fa2(int * param_1, undefined4 * param_2, uint param_3, uint param_4, char param_5)",
0x08013040,56,FUN_08013040,1,0,0,"undefined4 FUN_08013040(int param_1)",
0x08013078,76,FUN_08013078,1,1,0,"bool FUN_08013078(int param_1, undefined4 * param_2, uint param_3, uint param_4)",
0x080130C4,38,FUN_080130c4,0,2,0,"undefined FUN_080130c4(int * param_1, undefined4 * param_2, uint param_3)",
0x080130EA,22,FUN_080130ea,0,1,0,"undefined FUN_080130ea(int * param_1, undefined4 param_2, int param_3)",
0x08013100,28,FUN_08013100,0,1,0,"undefined FUN_08013100(int * param_1)",
0x0801311C,60,FUN_0801311c,0,2,0,"undefined FUN_0801311c(int param_1, byte * param_2, uint param_3)",
0x08013158,28,FUN_08013158,0,1,0,"undefined FUN_08013158(int param_1, uint param_2, int param_3)",
0x08013174,38,FUN_08013174,0,1,0,"undefined FUN_08013174(int param_1)",
0x0801319C,74,FUN_0801319c,1,0,0,"undefined4 FUN_0801319c(int param_1, undefined4 param_2, undefined4 param_3, undefined4 param_4)",
0x080131F4,24,FUN_080131f4,0,0,0,"undefined FUN_080131f4(undefined4 * param_1, undefined4 param_2, int param_3)",
0x08013210,12,FUN_08013210,0,0,0,"uint FUN_08013210(int * param_1)",
0x0801321C,72,FUN_0801321c,0,2,0,"undefined8 FUN_0801321c(int * param_1, undefined4 param_2)",
0x0801326C,32,FUN_0801326c,0,0,0,"undefined FUN_0801326c(int param_1, int param_2, int param_3)",
0x08013290,22,FUN_08013290,0,0,0,"uint FUN_08013290(int param_1, uint param_2)",
0x080132A8,84,FUN_080132a8,0,2,0,"undefined8 FUN_080132a8(int param_1, uint param_2)",
0x08013304,232,FUN_08013304,1,2,0,"undefined FUN_08013304(void)",
0x080133F8,68,FUN_080133f8,1,0,0,"undefined4 FUN_080133f8(int param_1)",
0x08013448,68,FUN_08013448,1,0,0,"undefined4 FUN_08013448(int param_1)",
0x08013494,12,FUN_08013494,1,0,0,"undefined FUN_08013494(void)",
0x080134AC,38,FUN_080134ac,1,0,0,"uint FUN_080134ac(int param_1, int param_2, int param_3)",
0x080134D8,20,FUN_080134d8,1,1,0,"undefined FUN_080134d8(int param_1, int param_2, int param_3)",
0x080134EC,2,FUN_080134ec,1,0,0,"undefined FUN_080134ec(void)",
0x080134EE,2,FUN_080134ee,1,0,0,"undefined FUN_080134ee(void)",
0x080134F4,82,FUN_080134f4,1,1,0,"undefined FUN_080134f4(void)",
0x0801354C,34,FUN_0801354c,1,2,0,"undefined FUN_0801354c(void)",
0x0801357C,14,FUN_0801357c,5,0,0,"undefined FUN_0801357c(void)",
0x08013594,4,thunk_FUN_08013774,1,0,1,"undefined thunk_FUN_08013774(void)",
0x08013598,18,FUN_08013598,2,0,0,"undefined FUN_08013598(void)",
0x080135AA,30,FUN_080135aa,2,1,0,"undefined FUN_080135aa(int param_1)",
0x080135C8,14,FUN_080135c8,5,0,0,"undefined FUN_080135c8(uint param_1)",
0x080135DC,10,FUN_080135dc,3,0,0,"undefined FUN_080135dc(uint param_1)",
0x080135EC,42,FUN_080135ec,2,0,0,"undefined FUN_080135ec(int * param_1, int * param_2, uint param_3)",
0x08013616,54,FUN_08013616,3,3,0,"undefined FUN_08013616(int param_1, uint param_2)",
0x0801364C,82,FUN_0801364c,2,4,0,"undefined FUN_0801364c(int * param_1, int param_2, uint param_3)",
0x080136A4,72,FUN_080136a4,1,4,0,"undefined FUN_080136a4(int * param_1, uint param_2)",
0x080136F4,18,FUN_080136f4,1,1,0,"undefined FUN_080136f4(int * param_1, uint param_2, int param_3, int param_4)",
0x08013708,102,FUN_08013708,1,3,0,"undefined FUN_08013708(int * param_1)",
0x08013774,188,FUN_08013774,0,6,0,"undefined FUN_08013774(void)",
0x08013838,28,FUN_08013838,1,0,0,"undefined FUN_08013838(int * param_1)",
0x08013854,28,FUN_08013854,1,0,0,"undefined FUN_08013854(int * param_1)",
0x08013870,62,FUN_08013870,0,1,0,"undefined FUN_08013870(undefined4 param_1, int * param_2)",
0x080138B4,4,thunk_FUN_08013838,6,0,1,"undefined thunk_FUN_08013838(int * param_1)",
0x080138B8,24,FUN_080138b8,3,1,0,"undefined FUN_080138b8(undefined1 param_1)",
0x080138D4,52,FUN_080138d4,3,3,0,"undefined4 FUN_080138d4(undefined1 param_1, uint param_2)",
0x08013910,20,FUN_08013910,1,0,0,"bool FUN_08013910(void)",
0x08013928,36,FUN_08013928,2,2,0,"undefined FUN_08013928(void)",
0x08013950,20,FUN_08013950,4,1,0,"undefined FUN_08013950(void)",
0x08013968,4,FUN_08013968,0,0,0,"undefined FUN_08013968(void)",
0x0801396C,110,FUN_0801396c,1,4,0,"undefined FUN_0801396c(int param_1, int param_2)",
0x080139EC,20,FUN_080139ec,1,0,0,"int FUN_080139ec(undefined4 param_1, int param_2, undefined4 param_3, undefined4 param_4)",
0x08013A00,70,FUN_08013a00,1,0,0,"int FUN_08013a00(int param_1)",
0x08013A50,14,FUN_08013a50,1,2,0,"undefined FUN_08013a50(int param_1)",
0x08013A60,12,FUN_08013a60,1,1,0,"undefined FUN_08013a60(undefined4 param_1)",
0x08013A70,10,thunk_FUN_08013a60,1,1,1,"undefined thunk_FUN_08013a60(undefined4 param_1)",
0x08013A7A,24,FUN_08013a7a,17,1,0,"undefined FUN_08013a7a(uint param_1)",
0x08013AB0,18,FUN_08013ab0,9,1,0,"undefined FUN_08013ab0(undefined4 * param_1, int param_2)",
0x08013AC4,28,FUN_08013ac4,2,1,0,"undefined4 FUN_08013ac4(int param_1, uint param_2)",
0x08013AE4,22,FUN_08013ae4,2,1,0,"undefined FUN_08013ae4(int * param_1, int param_2)",
0x08013AFA,28,FUN_08013afa,5,1,0,"undefined FUN_08013afa(int * param_1, int param_2)",
0x08013B16,30,FUN_08013b16,1,0,0,"undefined FUN_08013b16(int * param_1, int * param_2)",
0x08013B34,10,FUN_08013b34,2,0,0,"undefined FUN_08013b34(int param_1)",
0x08013B40,94,FUN_08013b40,1,3,0,"undefined FUN_08013b40(int * param_1)",
0x08013BA4,20,FUN_08013ba4,1,1,0,"undefined FUN_08013ba4(int * param_1)",
0x08013BB8,86,FUN_08013bb8,1,2,0,"undefined FUN_08013bb8(int * param_1)",
0x08013C14,28,SVCall_Handler,0,0,0,"undefined SVCall_Handler(void)",
0x08013C34,58,FUN_08013c34,1,0,0,"undefined FUN_08013c34(void)",
0x08013C7C,66,FUN_08013c7c,28,1,0,"undefined FUN_08013c7c(void)",
0x08013CD0,106,FUN_08013cd0,2,7,0,"undefined FUN_08013cd0(void)",
0x08013CFA,8,FUN_08013cfa,13,0,0,"undefined4 FUN_08013cfa(void)",
0x08013D02,16,FUN_08013d02,1,0,0,"undefined FUN_08013d02(undefined4 param_1)",
0x08013D12,10,FUN_08013d12,2,0,0,"undefined FUN_08013d12(void)",
0x08013D1C,8,FUN_08013d1c,2,0,0,"undefined FUN_08013d1c(undefined4 param_1)",
0x08013D24,46,FUN_08013d24,1,0,0,"undefined FUN_08013d24(int param_1, undefined1 param_2, int param_3, int param_4, int param_5, undefined4 param_6, undefined4 param_7)",
0x08013D52,22,FUN_08013d52,2,1,0,"undefined FUN_08013d52(int * param_1)",
0x08013D68,20,FUN_08013d68,1,0,0,"int FUN_08013d68(int param_1)",
0x08013D7C,32,FUN_08013d7c,1,1,0,"undefined FUN_08013d7c(int * param_1, undefined4 param_2)",
0x08013D9C,50,FUN_08013d9c,1,1,0,"int FUN_08013d9c(int param_1, uint param_2)",
0x08013DCE,36,FUN_08013dce,1,0,0,"undefined FUN_08013dce(int param_1)",
0x08013DF2,130,FUN_08013df2,1,3,0,"uint FUN_08013df2(int param_1, undefined4 * param_2, uint param_3, uint param_4)",
0x08013E74,46,FUN_08013e74,1,0,0,"undefined FUN_08013e74(int param_1, undefined1 param_2, int param_3, int param_4, int param_5, undefined4 param_6, undefined4 param_7)",
0x08013EA2,24,FUN_08013ea2,3,1,0,"undefined FUN_08013ea2(int * param_1)",
0x08013EBA,28,FUN_08013eba,2,0,0,"int FUN_08013eba(int param_1, int * param_2)",
0x08013ED6,30,FUN_08013ed6,1,1,0,"undefined FUN_08013ed6(int * param_1)",
0x08013EF4,50,FUN_08013ef4,1,1,0,"int FUN_08013ef4(int param_1, uint param_2)",
0x08013F26,38,FUN_08013f26,2,0,0,"undefined FUN_08013f26(int param_1, undefined4 param_2)",
0x08013F4C,134,FUN_08013f4c,1,3,0,"uint FUN_08013f4c(int param_1, undefined4 * param_2, uint param_3, uint param_4)",
0x08013FD2,32,FUN_08013fd2,1,1,0,"undefined FUN_08013fd2(int param_1)",
0x08013FF4,56,FUN_08013ff4,1,2,0,"undefined FUN_08013ff4(int * param_1, uint param_2)",
0x08014030,26,FUN_08014030,2,0,0,"int FUN_08014030(int * param_1, int param_2)",
0x0801404A,26,FUN_0801404a,2,0,0,"undefined4 FUN_0801404a(int * param_1, int param_2)",
0x08014064,16,FUN_08014064,1,0,0,"int FUN_08014064(int * param_1, int param_2)",
0x08014074,12,FUN_08014074,0,1,0,"undefined4 FUN_08014074(int param_1)",
0x08014080,12,FUN_08014080,0,1,0,"undefined4 FUN_08014080(int param_1)",
0x0801408C,4,thunk_FUN_08014c78,1,0,1,"undefined thunk_FUN_08014c78(void)",
0x08014090,14,FUN_08014090,1,1,0,"undefined FUN_08014090(undefined4 * param_1)",
0x080140A4,28,FUN_080140a4,1,1,0,"undefined4 FUN_080140a4(int param_1, undefined4 param_2)",
0x080140C0,26,FUN_080140c0,1,1,0,"undefined FUN_080140c0(int param_1)",
0x080140DC,18,FUN_080140dc,1,0,0,"undefined FUN_080140dc(uint param_1, undefined4 param_2, undefined4 param_3)",
0x080140F4,4,thunk_FUN_08015fe0,1,0,1,"undefined thunk_FUN_08015fe0(void)",
0x080140F8,6,FUN_080140f8,1,0,0,"undefined FUN_080140f8(undefined4 * param_1)",
0x08014104,4,thunk_FUN_08016058,1,0,1,"undefined thunk_FUN_08016058(int param_1, byte * param_2)",
0x08014108,4,thunk_FUN_08016130,1,0,1,"undefined thunk_FUN_08016130(int param_1, uint * param_2)",
0x0801410C,4,thunk_FUN_080163c8,2,0,1,"undefined thunk_FUN_080163c8(void)",
0x08014110,16,FUN_08014110,1,1,0,"undefined FUN_08014110(undefined1 * param_1)",
0x08014120,34,FUN_08014120,3,1,0,"undefined FUN_08014120(char * param_1, undefined4 param_2)",
0x08014142,28,FUN_08014142,4,1,0,"undefined FUN_08014142(char * param_1)",
0x0801415E,28,FUN_0801415e,4,0,0,"undefined FUN_0801415e(int param_1)",
0x0801417A,28,FUN_0801417a,2,0,0,"undefined FUN_0801417a(int param_1)",
0x08014196,14,FUN_08014196,1,1,0,"undefined4 FUN_08014196(undefined1 * param_1, uint param_2, uint param_3, uint param_4)",
0x080141A4,62,FUN_080141a4,1,0,0,"undefined4 FUN_080141a4(undefined1 * param_1, uint param_2, uint param_3)",
0x080141AC,38,FUN_080141ac,2,1,0,"undefined4 FUN_080141ac(char * param_1, uint param_2)",
0x080141BC,34,FUN_080141bc,1,2,0,"undefined FUN_080141bc(char * param_1, uint param_2, uint param_3, uint param_4)",
0x080141DE,34,FUN_080141de,2,2,0,"undefined FUN_080141de(char * param_1, uint param_2, uint param_3)",
0x08014200,4,thunk_FUN_08015538,1,0,1,"undefined thunk_FUN_08015538(void)",
0x08014204,24,FUN_08014204,1,0,0,"undefined FUN_08014204(undefined1 * param_1)",
0x0801421C,38,FUN_0801421c,1,1,0,"undefined4 FUN_0801421c(char * param_1, undefined4 param_2)",
0x08014242,82,FUN_08014242,2,3,0,"undefined FUN_08014242(char * param_1)",
0x08014294,50,FUN_08014294,1,2,0,"undefined FUN_08014294(int param_1, uint param_2, int param_3)",
0x080142C6,84,FUN_080142c6,1,2,0,"undefined FUN_080142c6(int param_1)",
0x08014310,36,FUN_08014310,3,1,0,"undefined FUN_08014310(int param_1, uint param_2, undefined4 param_3, undefined4 param_4)",
0x08014334,36,FUN_08014334,5,1,0,"undefined FUN_08014334(int param_1, uint param_2, undefined4 param_3, undefined4 param_4)",
0x08014358,62,FUN_08014358,1,1,0,"undefined FUN_08014358(char * param_1)",
0x08014396,112,FUN_08014396,1,2,0,"undefined FUN_08014396(undefined1 * param_1)",
0x08014406,92,FUN_08014406,1,1,0,"undefined FUN_08014406(char * param_1, undefined4 param_2, undefined4 param_3, undefined4 param_4)",
0x08014462,22,FUN_08014462,1,0,0,"undefined FUN_08014462(char * param_1)",
0x08014478,700,FUN_08014478,0,11,0,"undefined FUN_08014478(char * param_1, int param_2)",
0x08014740,162,FUN_08014740,0,4,0,"undefined FUN_08014740(int param_1)",
0x080147F2,120,FUN_080147f2,0,3,0,"undefined FUN_080147f2(int param_1)",
0x0801486A,44,FUN_0801486a,4,0,0,"undefined FUN_0801486a(uint param_1, char param_2)",
0x08014896,44,FUN_08014896,2,0,0,"undefined FUN_08014896(uint param_1)",
0x080148C4,32,Vector58_IRQ6_EXTI0,0,1,0,"undefined Vector58_IRQ6_EXTI0(void)",
0x080148EC,32,Vector5C_IRQ7_EXTI1,0,1,0,"undefined Vector5C_IRQ7_EXTI1(void)",
0x08014914,32,Vector60_IRQ8_EXTI2,0,1,0,"undefined Vector60_IRQ8_EXTI2(void)",
0x0801493C,32,Vector64_IRQ9_EXTI3,0,1,0,"undefined Vector64_IRQ9_EXTI3(void)",
0x08014964,32,Vector68_IRQ10_EXTI4,0,1,0,"undefined Vector68_IRQ10_EXTI4(void)",
0x0801498C,90,Vector9C_IRQ23_EXTI9_5,0,1,0,"undefined Vector9C_IRQ23_EXTI9_5(void)",
0x080149F0,104,VectorE0_IRQ40_EXTI15_10,0,1,0,"undefined VectorE0_IRQ40_EXTI15_10(void)",
0x08014A60,14,VectorB0_IRQ28_TIM2,0,2,0,"undefined VectorB0_IRQ28_TIM2(void)",
0x08014AB4,228,FUN_08014ab4,1,2,0,"undefined FUN_08014ab4(void)",
0x08014B5C,212,FUN_08014b5c,2,0,0,"undefined FUN_08014b5c(void)",
0x08014C54,36,FUN_08014c54,2,0,0,"undefined4 FUN_08014c54(int param_1)",
0x08014C78,62,FUN_08014c78,0,1,0,"undefined FUN_08014c78(void)",
0x08014CD4,26,FUN_08014cd4,1,0,0,"undefined FUN_08014cd4(int param_1)",
0x08014CFC,12,FUN_08014cfc,1,0,0,"undefined FUN_08014cfc(int param_1)",
0x08014D08,4,FUN_08014d08,0,0,0,"undefined4 FUN_08014d08(int param_1)",
0x08014D0C,46,FUN_08014d0c,0,1,0,"bool FUN_08014d0c(int param_1, int param_2, uint param_3, undefined4 * param_4)",
0x08014D3A,176,FUN_08014d3a,0,1,0,"int FUN_08014d3a(int param_1, uint param_2, int param_3, undefined1 * param_4)",
0x08014DEA,12,FUN_08014dea,0,0,0,"undefined4 FUN_08014dea(int param_1)",
0x08014DF6,70,FUN_08014df6,0,0,0,"undefined4 FUN_08014df6(int param_1, int param_2)",
0x08014E3C,50,FUN_08014e3c,0,1,0,"undefined4 FUN_08014e3c(int param_1, undefined4 * param_2)",
